auditory_auditory_ABS,auditory_cingulooper_ABS,auditory_cinguloparietal_ABS,auditory_DAN_ABS,auditory_DMN_ABS,auditory_EXE_ABS,auditory_retrospenialtemporal_ABS,auditory_salience_ABS,auditory_sensorymotorhand_ABS,auditory_sensorymotormouth_ABS,auditory_VAN_ABS,auditory_VIS_ABS,cingulooper_cingulooper_ABS,cingulooper_cinguloparietal_ABS,cingulooper_DAN_ABS,cingulooper_DMN_ABS,cingulooper_EXE_ABS,cingulooper_retrospenialtemporal_ABS,cingulooper_salience_ABS,cingulooper_sensorymotorhand_ABS,cingulooper_sensorymotormouth_ABS,cingulooper_VAN_ABS,cingulooper_VIS_ABS,cinguloparietal_cinguloparietal_ABS,cinguloparietal_DAN_ABS,cinguloparietal_DMN_ABS,cinguloparietal_EXE_ABS,cinguloparietal_retrospenialtemporal_ABS,cinguloparietal_salience_ABS,cinguloparietal_sensorymotorhand_ABS,cinguloparietal_sensorymotormouth_ABS,cinguloparietal_VAN_ABS,cinguloparietal_VIS_ABS,DAN_DAN_ABS,DAN_DMN_ABS,DAN_EXE_ABS,DAN_retrospenialtemporal_ABS,DAN_salience_ABS,DAN_sensorymotorhand_ABS,DAN_sensorymotormouth_ABS,DAN_VAN_ABS,DAN_VIS_ABS,DMN_DMN_ABS,DMN_EXE_ABS,DMN_retrospenialtemporal_ABS,DMN_salience_ABS,DMN_sensorymotorhand_ABS,DMN_sensorymotormouth_ABS,DMN_VAN_ABS,DMN_VIS_ABS,EXE_EXE_ABS,EXE_retrospenialtemporal_ABS,EXE_salience_ABS,EXE_sensorymotorhand_ABS,EXE_sensorymotormouth_ABS,EXE_VAN_ABS,EXE_VIS_ABS,retrospenialtemporal_retrospenialtemporal_ABS,retrospenialtemporal_salience_ABS,retrospenialtemporal_sensorymotorhand_ABS,retrospenialtemporal_sensorymotormouth_ABS,retrospenialtemporal_VAN_ABS,retrospenialtemporal_VIS_ABS,salience_salience_ABS,salience_sensorymotorhand_ABS,salience_sensorymotormouth_ABS,salience_VAN_ABS,salience_VIS_ABS,sensorymotorhand_sensorymotorhand_ABS,sensorymotorhand_sensorymotormouth_ABS,sensorymotorhand_VAN_ABS,sensorymotorhand_VIS_ABS,sensorymotormouth_sensorymotormouth_ABS,sensorymotormouth_VAN_ABS,sensorymotormouth_VIS_ABS,VAN_VAN_ABS,VAN_VIS_ABS,VAN_VIS_ABS.1
0.38016217,0.00382381,0.20532137,0.01193311,0.0399791,0.06675438,0.02564112,0.15860191,0.17963507,0.25195921,0.11328923,0.04516145,0.36536777,0.08605391,0.18017621,0.12383223,0.02508053,0.14296101,0.04841491,0.07541728,0.01401965,0.06841767,0.04614179,0.87786276,0.1251381,0.01773944,0.03807002,0.18223574,0.05109911,0.07694943,0.15683,0.15760611,0.15760246,0.25569291,0.17104621,0.00541337,0.01056116,0.08497618,0.06146045,0.01602151,0.12332185,0.19403568,0.30083436,0.08134132,0.10263729,0.11868235,0.02837604,0.04418323,0.15514139,0.06159053,0.20097559,0.05472148,0.06860144,0.07876093,0.05289812,0.02033944,0.11424034,0.68442072,0.19764768,0.02333036,0.02324092,0.0913485,0.1437093,0.48134192,0.12531189,0.10847108,0.05879124,0.0848583,0.27481442,0.11219951,0.01938295,0.00796245,0.50389559,0.05659899,0.03204945,0.26190612,0.10722835,0.48554176
0.40570282,0.22697741,0.04564496,0.07696999,0.08995033,0.03559568,0.05196605,0.11028997,0.08962717,0.22444435,0.14196059,0.16543702,0.33552903,0.04959162,0.02802166,0.05608342,0.02693278,0.09114302,0.19452587,0.07243656,0.13056403,0.10198591,0.08066466,1.04920099,0.0880541,0.05564554,0.07159488,0.17718591,0.19774067,0.08135299,0.13595987,0.04298631,0.1185856,0.26512329,0.18245224,0.06269974,0.07907558,0.12042506,0.01232241,0.04500276,0.11716769,0.28197392,0.33155253,0.05976381,0.0637189,0.04951986,0.01121821,0.03530058,0.08018309,0.12220438,0.21270778,0.06456674,0.09558158,0.0684424,0.06128521,0.04018371,0.13868811,0.78434196,0.06063715,0.03266158,0.04130091,0.08797096,0.22010213,0.48403066,0.06077299,0.03526558,0.18753733,0.15098861,0.20399924,0.03544215,0.014798,0.05059759,0.75636636,0.07833732,0.04142689,0.20831789,0.15874626,0.59444487
0.33941373,0.20045545,0.04125465,0.04786102,0.03050399,0.01730012,0.04926163,0.05298049,0.13717131,0.17813525,0.00898673,0.06710352,0.28915878,0.00818726,0.12565462,0.07471584,0.0070692,0.06452256,0.15606198,0.06313054,0.05756233,0.02238232,0.01956959,0.86397315,0.10708606,0.07528528,0.19180379,0.19607946,0.15587686,0.12495669,0.10858484,0.01309392,0.06417639,0.29139514,0.19769867,0.0094312,0.07489257,0.05483266,0.03864404,0.05961466,0.15815092,0.21869013,0.25570403,0.10033707,0.10724168,0.02750088,0.00841753,0.01156432,0.16449081,0.13783732,0.25688243,0.05337046,0.11426603,0.09802756,0.00598127,0.04782402,0.09561643,0.47324135,0.07595234,0.05192251,0.05879375,0.21069687,0.26813178,0.39886102,0.04334015,0.01856845,0.03406599,0.13920459,0.30881101,0.16274335,4.622e-05,0.03821504,0.54477992,0.00094847,0.01074502,0.25757127,0.17198253,0.52708378
0.41221935,0.27395055,0.01326787,0.05789551,0.04550216,0.12769327,0.10127136,0.07368524,0.13135952,0.35758278,0.11255028,0.00609069,0.38347166,0.17488304,0.09002197,0.06562319,0.13099693,0.06617575,0.19796012,0.15232158,0.10833869,0.00918168,0.01303291,1.02451364,0.00819109,0.13022258,0.03919947,0.17206465,0.20270252,0.03559057,0.08616529,0.10302865,0.03134234,0.26571892,0.14684045,0.09638145,0.11237558,0.00544072,0.00943732,0.11119369,0.08525198,0.14401928,0.36005914,0.03073941,0.07031511,0.0146514,0.06804722,0.01316395,0.09121238,0.01004382,0.19141871,0.08430907,0.0203841,0.06945911,0.06523246,0.01432257,0.08344842,0.61258506,0.04248516,0.02513311,0.04808643,0.03600991,0.00822753,0.35636127,0.01583366,0.01567051,0.01347988,0.04280357,0.32972208,0.04818885,0.02967872,0.11840841,0.94357124,0.05322231,0.0424173,0.1740066,0.07406523,0.31909496
0.34065528,0.18688556,0.1855505,0.0499772,0.019724,0.00496568,0.09191064,0.00286084,0.19247185,0.20041128,0.14321568,0.16768153,0.29771889,0.03837606,0.11416714,0.06048629,0.0246798,0.09856077,0.00323512,0.11144334,0.1641721,0.08133107,0.07609639,0.74782956,0.05319867,0.0823765,0.01140041,0.05865587,0.0123572,0.2033575,0.0993718,0.11031692,0.10812048,0.24007426,0.17602761,0.03756781,0.02569814,0.1350466,0.03416961,0.11539565,0.03355372,0.17423166,0.27087256,0.03399688,0.02951905,0.07278518,0.02939545,0.03481675,0.01249611,0.11650479,0.19706341,0.14809015,0.13849605,0.02262719,0.03840523,0.05166881,0.13832175,0.47833644,0.07456117,0.06391957,0.05292529,0.20285702,0.20664868,0.25992119,0.04478727,0.08043241,0.07557825,0.15859709,0.25120749,0.1247164,0.07682055,0.13410719,0.44059881,0.03764057,0.00662669,0.26245524,0.19800109,0.52329164
0.14200164,0.05750544,0.02890393,0.00287232,0.00127586,0.0413265,0.01449415,0.01379196,0.0229707,0.12128909,0.07638339,0.06767718,0.20501415,0.02643617,0.02936915,0.0409058,0.05166669,0.05273371,0.08208861,0.00065489,0.06390956,0.04944343,0.00038065,0.74173296,0.02161267,0.10924151,0.03651801,0.04271014,0.07584803,0.10277163,0.03273568,0.02022289,0.05507038,0.19572479,0.06956259,0.03031471,0.05756529,0.05637356,0.01442294,0.05503185,0.04421042,0.10536972,0.22488508,0.00228558,0.06938799,0.04114712,0.04252216,0.02069733,0.06512085,0.00240405,0.2009611,0.05184718,0.04463157,0.05385333,0.00545771,0.02755001,0.06701977,0.46248729,0.03134658,0.00579269,0.0184897,0.08855717,0.00440359,0.18886541,0.04925703,0.00348634,0.07268111,0.05893649,0.16809271,0.02617269,0.0031637,0.05317062,0.51158169,0.04353497,0.03694551,0.15693722,0.04074365,0.34630803
0.27099581,0.08179015,0.05970781,0.06532349,0.06492172,0.05316934,0.07717901,0.05076845,0.19065028,0.25398337,0.13830093,0.02244778,0.17533799,0.04108553,0.08620375,0.07829345,0.00806175,0.10298051,0.11392652,0.04934751,0.06611557,0.03430848,0.00857335,0.62877643,0.11300687,0.04731039,0.16995378,0.0402289,0.10088765,0.09722443,0.07674587,0.03397354,0.07234257,0.18828583,0.05815742,0.10604294,0.01175179,0.02709907,0.08167246,0.0651083,0.08767941,0.15384623,0.19838569,0.02012123,0.04239493,0.04976375,0.08084049,0.13870471,0.08170434,0.01038235,0.22229315,0.10288473,0.16072746,0.09059967,0.06107525,0.00591109,0.08596402,0.39808636,0.10760438,0.06291657,0.10522135,0.06184449,0.12072702,0.39515034,0.04984295,0.05474163,0.09521228,0.05656997,0.30452376,0.2735792,0.04800863,0.02331034,0.59043929,0.05650956,0.00863938,0.30833241,0.09027583,0.26941937
0.38771436,0.24553724,0.14393635,0.09887932,0.04256835,0.08033368,0.09733855,0.05626876,0.24986991,0.32419412,0.15121867,0.01002049,0.34036876,0.00543214,0.09098332,0.13441545,0.00540819,0.14586464,0.23973791,0.16577433,0.15615336,0.10144934,0.07888465,1.20674564,0.06210872,0.01183889,0.11033834,0.18124907,0.15651428,0.20326357,0.11153822,0.10423903,0.02581946,0.25489678,0.13135479,0.09310613,0.03710442,0.05139141,0.0826112,0.16870486,0.02165649,0.1414988,0.26660009,0.02368164,0.06172889,0.11298462,0.01555357,0.00038426,0.01018374,0.03401732,0.19068332,0.02314375,0.16030675,0.07668602,0.16031758,0.01695924,0.15749672,0.49989177,0.05607517,0.15705427,0.05062238,0.10653823,0.05588849,0.58207765,0.07633266,0.06888416,0.05747591,0.14475167,0.39917655,0.23030359,0.09594944,0.04613113,0.87672805,0.08817513,0.15999645,0.12942468,0.05368346,0.31256995
0.38340688,0.25224147,0.06576118,0.02031165,0.01840549,0.04315021,0.02539804,0.24099469,0.11373711,0.18638894,0.22576064,0.06570151,0.35048079,0.07916863,0.04983944,0.12470936,0.03427662,0.07627673,0.23100457,0.12631248,0.13022445,0.16306868,0.08074216,0.93341081,0.11444566,0.00736243,0.05647151,0.21649813,0.01640601,0.10290137,0.08082276,0.1891224,0.00962376,0.21223632,0.1129022,0.04562996,0.03118729,0.08137822,0.06282088,0.11117325,0.07450537,0.15056458,0.3073934,0.0814892,0.0186446,0.0433446,0.09806732,0.03107155,0.0397696,0.01920671,0.15031188,0.05635817,0.13203674,0.00829543,0.03339655,0.04106009,0.13347523,0.66083783,0.02469102,0.15519036,0.04896646,0.11042976,0.33343624,0.49133886,0.0676574,0.05014294,0.22949483,0.14995373,0.21834532,0.05680544,0.05172147,0.0855307,0.60876221,0.06640377,0.11774522,0.26398372,0.13531015,0.50976605
0.31972738,0.1909692,0.0935371,0.08931688,0.01394956,0.05402381,0.09196783,0.03555222,0.10535746,0.18981143,0.07935375,0.0234813,0.41969247,0.01787325,0.13057663,0.12415578,0.06465057,0.15584025,0.20608226,0.14729288,0.04917263,0.02478701,0.10431363,1.04830798,0.11709663,0.0004335,0.02026495,0.26864768,0.17272579,0.07807905,0.16810131,0.13488113,0.12366835,0.22005311,0.18133198,0.03105066,0.06439481,0.05277567,0.05313609,0.09486966,0.05453287,0.1294272,0.39440393,0.00505546,0.07442418,0.11584935,0.07129348,0.0215759,0.13016405,0.03655084,0.16422804,0.08010411,0.05570901,0.0214963,0.02704478,0.01027456,0.09913264,0.68300417,0.26565819,0.06287633,0.06331992,0.12962848,0.08026599,0.65079773,0.03648721,0.09309056,0.07527273,0.11279158,0.22056563,0.02450101,0.05586787,0.12007958,0.46394114,0.02492843,0.10003167,0.26984332,0.09194849,0.47961843
0.22233305,0.11123232,0.02416963,0.03620849,0.06188665,0.03398787,0.03106682,0.03420848,0.08948061,0.18171266,0.07593125,0.01307302,0.24765217,0.06414169,0.11518938,0.08675074,0.03052251,0.10924721,0.1228715,0.07213303,0.08106227,0.00209958,0.05658494,0.9827301,0.0032311,0.00849804,0.00150653,0.09990923,0.28228538,0.06454752,0.01023088,0.02682641,0.08681828,0.26583585,0.09213416,0.10356807,0.11470086,0.02218205,0.02162989,0.08415104,0.10996667,0.22756313,0.29675795,0.01677895,0.00647738,0.01834379,0.0581527,0.02020289,0.12283733,0.00472965,0.21727698,0.0037369,0.01388775,0.03941844,0.03339887,0.05687581,0.13832839,0.40138457,0.05832431,0.00363768,0.0148092,0.05183024,0.01728103,0.39967752,0.02012396,0.01471743,0.10470003,0.02406826,0.21740081,0.06261886,0.00910689,0.10578297,0.54374397,0.01537336,0.04049716,0.22953488,0.10908938,0.42680275
0.27867455,0.17007948,0.01656382,0.03751131,0.00569363,0.05648376,0.00310208,0.02858653,0.04325083,0.14808097,0.05474157,0.04373938,0.23804002,0.08416344,0.0615025,0.05555376,0.01122578,0.05325663,0.06369743,0.11324478,0.14323757,0.06146717,0.05445321,0.81595467,0.04015725,0.05381703,0.03372451,0.2189857,0.04042861,0.13187236,0.05581281,0.09340551,0.15016151,0.22025601,0.06006712,0.10054103,0.12431276,0.13773517,0.08324413,0.09792834,0.04147379,0.1684801,0.15815797,0.07678681,0.07624192,0.06387736,0.14847814,0.1069299,0.00138604,0.02929452,0.22160122,0.07469341,0.10763853,0.00306319,0.06591617,0.06845827,0.16048741,0.60588145,0.05018608,0.07936903,0.1393159,0.08222982,0.08577611,0.3428555,0.05830852,0.02155618,0.09448499,0.09760028,0.24972807,0.18045828,0.03055353,0.02960995,0.56924464,0.00380703,0.04493168,0.14190052,0.08433175,0.46288754
0.19385411,0.14965292,0.00476892,0.01626658,0.00255651,0.04048306,0.00929666,0.06494025,0.02747209,0.1240142,0.05182526,0.06898302,0.38509045,0.17526982,0.15132449,0.11833775,0.09142999,0.1525241,0.18513696,0.03244617,0.11219148,0.06465724,0.01727664,0.80778893,0.10248191,0.05012532,0.07997517,0.0672208,0.08689597,0.02271846,0.00466452,0.02383222,0.10191996,0.35455766,0.14713291,0.03798368,0.20175191,0.05787282,0.09869018,0.05619603,0.0076862,0.13531443,0.19527175,0.11204451,0.1272271,0.10982973,0.03756131,0.01706579,0.01332216,0.02512557,0.19917356,0.1802754,0.22680999,0.03354313,0.07658686,0.0825318,0.09014046,0.52692143,0.21080658,0.05334123,0.02583232,0.06701774,0.04566238,0.37822907,0.01303024,0.08757577,0.14803227,0.05334717,0.27301003,0.00098052,0.0050459,0.01525929,0.74299181,0.03353051,0.05717362,0.11838225,0.02405681,0.32992152
0.41415901,0.30878649,0.08299782,0.08910353,0.02841945,0.02578619,0.11244201,0.02164997,0.06536508,0.25433072,0.05505076,0.1327365,0.46583643,0.08716442,0.11018224,0.10522171,0.04735871,0.14892251,0.11036785,0.06638925,0.15211576,0.04476072,0.09389146,0.71721111,0.0603803,0.04107017,0.02436019,0.18412783,0.07458534,0.13232571,0.12393088,0.09833201,0.04963272,0.33723357,0.15872415,0.02061916,0.05278078,0.18736729,0.04971268,0.08454676,0.12569903,0.22263202,0.32188459,0.10796633,0.05841426,0.08191379,0.08475657,0.05514797,0.09585533,0.00240697,0.1847215,0.10107985,0.03593688,0.00841122,0.07113363,0.02525847,0.12908337,0.66265705,0.20433905,0.11458617,0.01931801,0.11969907,0.31761264,0.47245232,0.02794952,0.12809941,0.10015745,0.17300371,0.23000028,0.01351913,0.03693928,0.10805135,0.55880517,0.05010857,0.02355505,0.22748158,0.13858362,0.60880224
0.28113623,0.12855491,0.09518359,0.00521991,0.10053078,0.06956755,0.06668289,0.01294918,0.23919425,0.25511749,0.1324018,0.06076528,0.23058773,0.05298965,0.06379198,0.05304219,0.00711513,0.13973394,0.12446514,0.0967267,0.1645045,0.05625356,0.07002003,0.95495652,0.05180597,0.0472985,0.00925481,0.16877032,0.15959984,0.18876952,0.10757798,0.15442453,0.05355547,0.28856864,0.13600945,0.06838786,0.00127995,0.0540145,0.01314388,0.0061292,0.12318077,0.2395427,0.26123001,0.09608693,0.02099969,0.03404825,0.07386058,0.0491318,0.10173618,0.03481706,0.22646442,0.05889625,0.09346987,0.10056753,0.05272865,0.02581041,0.17543148,0.34244382,0.07545353,0.04520729,0.07483464,0.09271327,0.13461881,0.33876885,0.07748899,0.04396697,0.02167036,0.07417308,0.49713508,0.27989323,0.1245925,0.04092162,0.58930367,0.06364484,0.0617407,0.20016663,0.12798135,0.50556462
0.1620788,0.11022909,0.10449029,0.00951127,0.01807169,0.0073475,0.07157431,0.047799,0.09370353,0.12636219,0.07905995,0.0739079,0.32414695,0.07534155,0.09388132,0.12185704,0.03925366,0.06137703,0.13465077,0.08184321,0.08350831,0.0334909,0.09057323,0.83129124,0.01353463,0.04550117,0.08785004,0.14810698,0.07539602,0.10542789,0.15899901,0.13954544,0.10674547,0.20495363,0.11669477,0.07025232,0.05411251,0.01539258,0.00120129,0.01022234,0.10106128,0.13475286,0.34962862,0.08116954,0.13727258,0.01743755,0.02608699,0.01480808,0.0904233,0.01912609,0.27902821,0.041863,0.153286,0.03099447,0.00136354,0.01605237,0.15030938,0.5749399,0.12255311,0.04562876,0.01552591,0.16130093,0.2052323,0.34661475,0.00222792,0.02674979,0.01863183,0.07731888,0.18436685,0.09196538,0.03862748,0.13406769,0.31710193,0.07284055,0.06299293,0.22312818,0.11653308,0.4537564
0.27612606,0.16580327,0.05057922,0.01155642,0.07815396,0.02049131,0.00715501,0.05827593,0.14133874,0.28504796,0.11084037,0.11204084,0.33700563,0.02758016,0.11866659,0.13258629,0.07609511,0.01240247,0.08427527,0.03681612,0.1563634,0.00532283,0.02702672,0.84398683,0.03173372,0.02435881,0.02382543,0.12991547,0.0598639,0.13384582,0.08461738,0.11215232,0.08610733,0.29536294,0.22045227,0.11603687,0.05989934,0.12405127,0.03177557,0.06280381,0.16850725,0.25661872,0.36868768,0.04035497,0.03371112,0.05773417,0.0923391,0.04466137,0.20936719,0.2183413,0.20718898,0.04812409,0.05035457,0.03249813,0.08419041,0.08322598,0.16836168,0.51012719,0.0226744,0.02840229,0.00017637,0.05017562,0.07904425,0.21692576,0.00950381,0.02142165,0.13071447,0.16877637,0.30734864,0.1347495,0.06625952,0.13413848,0.57304123,0.08078955,0.01562909,0.25120642,0.19856,0.53365388
0.49622543,0.2227353,0.08136775,0.09583883,0.02365976,0.02183659,0.1278087,0.1119025,0.19788844,0.276635,0.17141282,0.07248945,0.33080157,0.0573787,0.14452472,0.13658402,0.01537072,0.20663505,0.1236867,0.0885946,0.17187551,0.08127357,0.04692363,0.78189163,0.08256225,0.100455,0.04343448,0.07308987,0.19567225,0.12347919,0.04792854,0.0864506,0.01594921,0.26293081,0.16311864,0.04145594,0.05559106,0.08285238,0.03221706,0.08717818,0.04261946,0.19575031,0.27753481,0.00997666,0.01521108,0.11315642,0.0414754,0.00791545,0.07264855,0.05658353,0.18879823,0.02604074,0.09162711,0.01426331,0.01334254,0.00777692,0.09930122,0.63685256,0.11595843,0.04232526,0.12338879,0.11833154,0.08176148,0.47517448,0.06916797,0.06189946,0.09684865,0.09782038,0.38250297,0.1333372,0.01406774,0.13383866,0.52122686,0.04612719,0.02703239,0.2121909,0.09836954,0.47667038
0.26326102,0.18400259,0.02908571,0.01307916,0.0529602,0.01244184,0.00140932,0.12413353,0.13252379,0.16143522,0.11997402,0.09432754,0.47190901,0.02199122,0.09255196,0.16485836,0.01210607,0.10937247,0.06661087,0.13503918,0.1430005,0.00556985,0.08556652,0.91410025,0.04617109,0.02583898,0.07747833,0.30261833,0.06746466,0.09746755,0.09701392,0.15774098,0.02328326,0.22154833,0.10397766,0.11576983,0.03638248,0.12437352,0.04286908,0.11248492,0.10711086,0.21881947,0.2956308,0.0356996,0.01760027,0.06797654,0.03386135,0.04074984,0.0990338,0.04730824,0.20388871,0.14376458,0.06698045,0.03883659,0.12760203,0.08026481,0.14033238,0.66925534,0.03564303,0.07611769,0.11806621,0.05824464,0.07034094,0.18813666,0.0811706,0.09331099,0.14156503,0.16003309,0.29603924,0.02631668,0.10587979,0.18397051,0.62356166,0.03699347,0.09564004,0.29723936,0.16389346,0.40234394
0.31097538,0.17074983,0.14824048,0.10010735,0.04837335,0.14343576,0.00686419,0.01986689,0.22047745,0.14908153,0.09467089,0.04989506,0.27893303,0.07291172,0.14981662,0.16251389,0.07210425,0.0166178,0.11824216,0.16324605,0.05233228,3.19e-06,0.01471056,0.78596045,0.04529354,0.0685314,0.06088908,0.27900415,0.14214689,0.08685078,0.10452503,0.14151726,0.16830524,0.19126316,0.11146042,0.14926251,0.01549975,0.01099639,0.14683996,0.01414108,0.05847979,0.09089057,0.28302929,0.01357544,0.02519652,0.00620884,0.14669188,0.01221606,0.0780946,0.03089824,0.23312851,0.01215694,0.01360028,0.18892525,0.05422096,0.00895299,0.10755223,0.20099334,0.01481189,0.0151329,0.03639641,0.07558497,0.07979346,0.15155606,0.0250464,0.02971037,0.00096673,0.01860385,0.38138707,0.14053548,0.01085567,0.02968525,0.46129595,0.11198507,0.07680377,0.20122738,0.07162249,0.29566838
0.39949419,0.14888747,0.02411855,0.01302864,0.10788054,0.09368288,0.01907312,0.08079215,0.15370177,0.35305318,0.10651383,0.09264274,0.3627619,0.0564826,0.14176683,0.05790803,0.01121699,0.21505835,0.0923586,0.08433923,0.14986844,0.05118121,0.06298873,1.09166338,0.0018562,0.09337989,0.14899666,0.13775558,0.21209493,0.10160187,0.04380183,0.05204065,0.08650553,0.29057531,0.17759051,0.08397462,0.04683382,0.07727827,0.03475851,0.04743419,0.08477758,0.21658321,0.34973248,0.07257701,0.03502708,0.00286626,0.02161823,0.07981626,0.09529918,0.06054653,0.19959979,0.0563019,0.17751267,0.04954058,0.16464984,0.01028713,0.21006861,0.55176797,0.20161154,0.0277429,0.0363174,0.08256424,0.1159239,0.34583729,0.11350938,0.14301111,0.04522917,0.18670461,0.27308736,0.16854111,0.03025221,0.09431263,0.67491246,0.0634342,0.0128074,0.21033071,0.12772043,0.60505741
0.36611319,0.24732671,0.10743906,0.11338474,0.03055399,0.04267396,0.13021771,0.08857686,0.11350224,0.24957888,0.10510021,0.00027293,0.41052452,0.09136841,0.20462026,0.08618501,0.05405873,0.22359643,0.17071825,0.11236583,0.22823826,0.08214745,0.02108541,1.03922468,0.14212873,0.11842751,0.09982037,0.25147094,0.21616989,0.06387391,0.17873668,0.11629076,0.04544764,0.27118049,0.11387335,0.07594132,0.14465963,0.00139727,0.05382418,0.12739102,0.01065226,0.16173451,0.23691308,0.01060614,0.03039528,0.05080087,0.01233205,0.03226966,0.06182382,0.01476453,0.16665256,0.09192182,0.02485114,0.05867031,0.07268295,0.01204096,0.15032529,0.82134472,0.02414182,0.09898637,0.09671149,0.19982412,0.13359464,0.43923026,0.01769982,0.03869708,0.04756935,0.02118456,0.23405969,0.06923007,0.03233001,0.04592089,0.67949654,0.06906508,0.06153386,0.18974109,0.08365873,0.44812708
0.36908872,0.16102674,0.10429566,0.11146847,0.05359942,0.01221621,0.03639206,0.03629761,0.11725807,0.23840154,0.105381,0.01839465,0.32194613,0.1309791,0.15021702,0.07114723,0.05016221,0.12434249,0.13318192,0.11025287,0.02437906,0.06046846,0.00148129,1.00073609,0.07757458,0.00384682,0.02718874,0.09055172,0.16258802,0.03314928,0.07022456,0.0230882,0.13620525,0.25466275,0.1315349,0.00152884,0.02478472,0.03375316,0.05760784,0.03875237,0.01237468,0.14789383,0.21391513,0.03145934,0.04964752,0.08704147,0.03135141,0.11237639,0.04779729,0.0685127,0.20327138,0.13705933,0.08016377,0.02726922,0.03316499,0.0629827,0.10985296,0.62096472,0.28886654,0.04446947,0.03773255,0.19674353,0.26929076,0.51625821,0.05653417,0.0007366,0.15547106,0.10295535,0.18886993,0.04905148,0.00487743,0.07302056,0.87946722,0.026801,0.05899223,0.17236149,0.08180784,0.42643137
0.28753577,0.16396522,0.03100762,0.09562123,0.02289391,0.0392098,0.04250565,0.01619121,0.09509305,0.1542386,0.02309878,0.02121284,0.36520502,0.13305247,0.20214451,0.12627436,0.04167623,0.19557715,0.17454645,0.06601853,0.0856341,0.04400902,0.03607149,0.88954583,0.03729959,0.08647658,0.03153822,0.0769704,0.25837604,0.06732269,0.08752298,0.08548304,0.05396012,0.25817655,0.13636075,0.0055778,0.13398143,0.05145571,0.02293768,0.09629696,0.0794803,0.1286789,0.22861583,0.02695806,0.06211315,0.06920132,0.02099421,0.00740021,0.08288671,0.0203876,0.13227414,0.02791134,0.03822056,0.06717132,0.0282393,0.00700212,0.06454141,0.56560532,0.13136161,0.05434944,0.03262436,0.03041825,0.06976824,0.37606096,0.04039695,0.00810037,0.02648782,0.037908,0.1860169,0.02234036,0.04312386,0.04338308,0.55533481,0.04833391,0.06118403,0.21420167,0.0204521,0.38342879
0.45898374,0.15290635,0.11753193,0.0127823,0.05968795,0.10274295,0.07743722,0.04668982,0.22489006,0.2930842,0.1359242,0.00166766,0.28890569,0.07084017,0.07717889,0.11290927,0.00653959,0.09475733,0.08787263,0.142233,0.18237921,0.04513015,0.03998044,0.87418141,0.05991569,0.06309791,0.00841283,0.19098981,0.09303966,0.16484357,0.07896859,0.11977598,0.14284308,0.18647502,0.12445425,0.01658966,0.10104923,0.02777423,0.05660516,0.05528702,0.08639747,0.11664912,0.26941352,0.10442741,0.12868196,0.00664351,0.05908332,0.01414599,0.0693017,0.03000887,0.17659834,0.15179342,0.09534867,0.09148089,0.06342664,0.05135501,0.10494241,0.49978485,0.07525091,0.00882589,0.06365385,0.01859177,0.16077159,0.29483265,0.07103529,0.03308296,0.02373345,0.05810026,0.40746757,0.30108259,0.05297995,0.02780272,0.55052899,0.00355812,0.06852214,0.22515675,0.03105816,0.45825491
0.39149732,0.19210274,0.03385936,0.07711589,0.14325433,0.12170504,0.00672287,0.17912851,0.07091829,0.25978094,0.13816403,0.1036219,0.26991003,0.07474241,0.06472192,0.02876067,0.07487034,0.00085422,0.17766257,0.03065445,0.13309158,0.09896973,0.03708892,0.83320493,0.01152192,0.0243467,0.04616458,0.3020872,0.08080166,0.15523457,0.01307117,0.06063219,0.12146945,0.27026829,0.13000622,0.07628546,0.06388499,0.09618709,0.09450182,0.06545748,0.07672735,0.14525344,0.34542462,0.06208967,0.02763726,0.12106499,0.04948205,0.14762558,0.17976213,0.05750747,0.19326875,0.04604283,0.09710104,0.06364454,0.06681848,0.04008964,0.08423691,0.63674333,0.0412413,0.10166679,0.11499716,0.07828778,0.07911535,0.65702903,0.12656395,0.11834379,0.18837644,0.02959608,0.26208196,0.1267194,0.0138232,0.06382556,0.56070577,0.09017426,0.01818049,0.20492883,0.01716434,0.38897096
0.42758805,0.18016558,0.06966398,0.04453171,0.04992092,0.05378796,0.16496338,0.00134764,0.14860568,0.25459487,0.06856935,0.15200896,0.35109714,0.11994307,0.08147143,0.08139682,0.03986823,0.14805668,0.12201063,0.18807648,0.07817925,0.00606763,0.18208316,1.03420731,0.08986609,0.05847052,0.07092551,0.07382119,0.24663002,0.040498,0.05851603,0.01772484,0.12031325,0.25014517,0.19612112,0.01200957,0.03454138,0.14245277,0.04254674,0.05792533,0.14126083,0.15349213,0.39715969,0.04984296,0.08047527,0.11762864,0.03588273,0.05430696,0.19911786,0.08043532,0.20920841,0.09521665,0.06363035,0.01752598,0.00303977,0.03417058,0.15082394,0.7638773,0.02997739,0.11390347,0.08920917,0.14757447,0.15047015,0.43334768,0.00014174,0.08227664,0.14305401,0.18627738,0.26539868,0.05441416,0.01394452,0.1559252,0.61679324,0.00145139,0.01288087,0.32163792,0.12696809,0.51930247
