auditory_auditory_ABS,auditory_cingulooper_ABS,auditory_cinguloparietal_ABS,auditory_DAN_ABS,auditory_DMN_ABS,auditory_EXE_ABS,auditory_retrospenialtemporal_ABS,auditory_salience_ABS,auditory_sensorymotorhand_ABS,auditory_sensorymotormouth_ABS,auditory_VAN_ABS,auditory_VIS_ABS,cingulooper_cingulooper_ABS,cingulooper_cinguloparietal_ABS,cingulooper_DAN_ABS,cingulooper_DMN_ABS,cingulooper_EXE_ABS,cingulooper_retrospenialtemporal_ABS,cingulooper_salience_ABS,cingulooper_sensorymotorhand_ABS,cingulooper_sensorymotormouth_ABS,cingulooper_VAN_ABS,cingulooper_VIS_ABS,cinguloparietal_cinguloparietal_ABS,cinguloparietal_DAN_ABS,cinguloparietal_DMN_ABS,cinguloparietal_EXE_ABS,cinguloparietal_retrospenialtemporal_ABS,cinguloparietal_salience_ABS,cinguloparietal_sensorymotorhand_ABS,cinguloparietal_sensorymotormouth_ABS,cinguloparietal_VAN_ABS,cinguloparietal_VIS_ABS,DAN_DAN_ABS,DAN_DMN_ABS,DAN_EXE_ABS,DAN_retrospenialtemporal_ABS,DAN_salience_ABS,DAN_sensorymotorhand_ABS,DAN_sensorymotormouth_ABS,DAN_VAN_ABS,DAN_VIS_ABS,DMN_DMN_ABS,DMN_EXE_ABS,DMN_retrospenialtemporal_ABS,DMN_salience_ABS,DMN_sensorymotorhand_ABS,DMN_sensorymotormouth_ABS,DMN_VAN_ABS,DMN_VIS_ABS,EXE_EXE_ABS,EXE_retrospenialtemporal_ABS,EXE_salience_ABS,EXE_sensorymotorhand_ABS,EXE_sensorymotormouth_ABS,EXE_VAN_ABS,EXE_VIS_ABS,retrospenialtemporal_retrospenialtemporal_ABS,retrospenialtemporal_salience_ABS,retrospenialtemporal_sensorymotorhand_ABS,retrospenialtemporal_sensorymotormouth_ABS,retrospenialtemporal_VAN_ABS,retrospenialtemporal_VIS_ABS,salience_salience_ABS,salience_sensorymotorhand_ABS,salience_sensorymotormouth_ABS,salience_VAN_ABS,salience_VIS_ABS,sensorymotorhand_sensorymotorhand_ABS,sensorymotorhand_sensorymotormouth_ABS,sensorymotorhand_VAN_ABS,sensorymotorhand_VIS_ABS,sensorymotormouth_sensorymotormouth_ABS,sensorymotormouth_VAN_ABS,sensorymotormouth_VIS_ABS,VAN_VAN_ABS,VAN_VIS_ABS,VAN_VIS_ABS.1
0.22902821,0.14985979,0.06196761,0.02054344,0.0839931,0.00586057,0.11548661,0.07912474,0.0959792,0.18589589,0.06093237,0.1020194,0.26745473,0.04802978,0.0500822,0.04364782,0.01127925,0.11699416,0.2224737,0.07536852,0.0960079,0.13317839,0.14009463,0.32039899,0.00668619,0.0399767,0.08818037,0.22942646,0.12312119,0.05795737,0.08013781,0.01133788,0.08472663,0.2441305,0.13992374,0.0359264,0.05701715,0.25535872,0.04193734,0.12444605,0.15988391,0.15101002,0.31762146,0.11408669,0.03565057,0.10025707,0.07310529,0.02884809,0.08171625,0.01903447,0.21499646,0.13980029,0.12335867,0.02752034,0.07394781,0.05245473,0.15989249,0.50831992,0.05700083,0.04693181,0.01775314,0.1498586,0.22586134,0.52405983,0.02117079,0.11920484,0.20922366,0.23335252,0.22882966,0.03082376,0.03551566,0.03156475,0.68218546,0.05697932,0.06544135,0.22920432,0.17440634,0.39317226
0.31249349,0.14607929,0.12631963,0.00015812,0.02628111,0.03952689,0.10109348,0.06828056,0.00468441,0.23575946,0.06394417,0.05470291,0.31844665,0.01423687,0.10496347,0.12358309,0.00421623,0.10410395,0.15317519,0.03704422,0.15876969,0.01207083,0.00849789,1.08596248,0.00162446,0.02821987,0.09605032,0.00128434,0.07705633,0.08784478,0.04249082,0.0503506,0.07814519,0.2214296,0.16924305,0.0582254,0.06278401,0.09208584,0.00643083,0.01250962,0.06623741,0.12974705,0.32138533,0.01910939,0.01765405,0.08462543,0.04728077,0.04768984,0.08604949,0.03000786,0.20149815,0.08859351,0.11064352,0.05110523,0.04664779,0.06908281,0.0835406,0.55023922,0.06418117,0.03514962,0.10498084,0.0605717,0.16848149,0.38347352,0.08336898,0.04698119,0.12899617,0.05872062,0.22094413,0.05833802,0.03144736,0.11313969,0.80041056,0.04596242,0.10971182,0.17999522,0.05993308,0.51628547
0.35412188,0.17969655,0.06993907,0.02881495,0.0232227,0.02070038,0.00442652,0.12051123,0.2291204,0.32192542,0.07400502,0.02124336,0.2377597,0.02666359,0.06980596,0.08359107,0.03573959,0.0651687,0.18938842,0.14149372,0.16103231,0.04050612,0.00389901,0.58901332,0.03995095,0.06913922,0.01676191,0.09098356,0.20828993,0.08601284,0.01587764,0.10525263,0.16685348,0.21489815,0.12417437,0.0628976,0.03949519,0.06223687,0.09694471,0.07564849,0.09387237,0.15509477,0.21617509,0.06010056,0.02443198,0.002432,0.03966304,0.02234348,0.0926536,0.03787697,0.23176152,0.15224621,0.10472061,0.04447318,0.04268405,0.03256968,0.14640975,0.47403647,0.06037757,0.01645427,0.05285633,0.0891029,0.15047771,0.46459155,0.0006654,0.05110592,0.06929328,0.05230823,0.42586359,0.34351589,0.02965616,0.00034537,0.65825287,0.02856913,0.00491834,0.23379333,0.10346411,0.36361993
0.46998253,0.21078355,0.03455771,0.05771601,0.09617304,0.06093268,0.07785172,0.07830723,0.25466802,0.35459247,0.06850376,0.0747961,0.32694557,0.05480706,0.11889464,0.05289142,0.00586234,0.09832447,0.17326179,0.0741484,0.1516526,0.07492006,0.03235219,1.23144871,0.12519344,0.16249154,0.04884814,0.04370632,0.3517066,0.08496231,0.1332015,0.02265656,0.05664751,0.38905387,0.14396721,0.01204041,0.02912427,0.21068656,0.04139574,0.15999355,0.12399336,0.28396677,0.32713416,0.08481435,0.05358977,0.15406903,0.0464931,0.06411009,0.10524274,0.04366162,0.189406,0.06271541,0.03580252,0.08374444,0.05235574,0.02819053,0.06526354,0.64638713,0.04192812,0.14141447,0.01295602,0.00811096,0.13298762,0.6550453,0.05789805,0.026827,0.1372625,0.17940232,0.40999341,0.23952341,0.00448054,0.09095361,0.74079789,0.01527482,0.09373051,0.20851228,0.13068226,0.50850952
0.34764499,0.08041842,0.1909044,0.02907259,0.00387668,0.06150132,0.0376384,0.06607074,0.21999433,0.26692046,0.06611804,0.02941598,0.28460369,0.02777015,0.13462421,0.10548153,0.01137361,0.07437451,0.01955594,0.07458429,0.00377038,0.04197663,0.02244113,1.25880663,0.03903093,0.15390753,0.07263681,0.07061606,0.09629254,0.26101564,0.21268943,0.11300062,0.03374097,0.26829634,0.19439623,0.01020258,0.04131572,0.14311857,0.08147344,0.08637757,0.12623973,0.24888804,0.34295581,0.08553977,0.00880372,0.11176399,0.09513525,0.04840982,0.10896897,0.08381513,0.20321176,0.15313159,0.10712288,0.07225954,0.07648482,0.04271552,0.11181705,0.67935062,0.04584164,0.03541932,0.02749142,0.00155241,0.28834134,0.46782079,0.17601799,0.16239156,0.08765669,0.13784896,0.37640122,0.14965703,0.00201066,0.05330283,0.54573703,0.03974398,0.06015756,0.16456503,0.10801749,0.65177687
0.18904078,0.12360843,0.03896513,0.0819139,0.01009702,0.07747211,0.08492012,0.01238352,0.10128667,0.12588545,0.02335509,0.00367459,0.33209386,0.00039853,0.14792028,0.14313996,0.0373001,0.15244316,0.14907342,0.07887097,0.0283772,0.0500216,0.01335296,0.85778018,0.04509307,0.0686692,0.02725442,0.09630581,0.0771036,0.09468145,0.02100283,0.13347109,0.05542899,0.18562368,0.13211126,0.06823156,0.15382512,0.03524479,0.1092298,0.03152927,0.05289915,0.07312731,0.31001791,0.06643862,0.05863652,0.02473022,0.05501228,0.0116091,0.10425773,0.05654531,0.24774714,0.04091043,0.19440564,0.09216628,0.04209853,0.04127761,0.05201051,0.56862176,0.08010902,0.10118383,0.03947412,0.09445382,0.03533109,0.544966,0.08712785,0.02142347,0.02026637,0.05366128,0.22060031,0.10816825,0.00841745,0.00053069,0.6242322,0.03483587,0.00833328,0.26476136,0.06779761,0.24105039
0.21556804,0.06463885,0.10773328,0.08584636,0.00593789,0.10667668,0.05386203,0.00966581,0.16544262,0.21567264,0.05280489,0.03067159,0.18617446,0.13476841,0.10124983,0.0447171,0.03319233,0.02676017,0.17257931,0.01761296,0.14984995,0.0190724,0.03597827,0.80139408,0.1037244,0.02678689,0.00551431,0.13233552,0.19386947,0.25979666,0.1200052,0.12414245,0.24747723,0.29881592,0.1543031,0.07533657,0.05492361,0.1076155,0.07580639,0.15614693,0.02799239,0.26021991,0.20323682,0.02918599,0.02470034,0.08808574,0.02298087,0.06620623,0.05911583,0.08049664,0.15253441,0.15004517,0.0406241,0.07286379,0.13139913,0.00303961,0.11897727,0.42105541,0.0327297,0.02473326,0.019084,0.10273193,0.22911821,0.44968225,0.15004825,0.02919478,0.02357135,0.11609664,0.38145434,0.18506556,0.05612486,0.03580092,0.68501704,0.03369388,0.04168374,0.14496266,0.07343992,0.54633513
0.42204665,0.21650972,0.00517712,0.01873551,0.01051481,0.01638933,0.04184387,0.04177913,0.1808489,0.25344167,0.07586456,0.11592883,0.42864335,0.13674485,0.1617385,0.14981154,0.0693054,0.09487361,0.09904964,0.14865372,0.16392711,0.06315411,0.03392904,0.96031268,0.08477478,0.05375214,0.08446518,0.12629393,0.06021562,0.02793882,0.01770978,0.1069182,0.22506311,0.28973476,0.19572212,0.11780027,0.03337187,0.22423975,0.00926769,0.03474528,0.09762103,0.24547994,0.33909316,0.01673615,0.07434465,0.20473075,0.03204441,0.02564424,0.17902184,0.11609529,0.22467988,0.07521424,0.08870285,0.07731723,0.00484154,0.00644747,0.16106431,0.65535122,0.07882792,0.00013397,0.0366615,0.21330313,0.16060824,0.48230941,0.09133594,0.18898544,0.15029097,0.17915691,0.25239194,0.13170941,0.04384711,0.09294777,0.71628798,0.02631619,0.08661582,0.2546741,0.10073508,0.53192242
0.22428407,0.12104443,0.01579671,0.01483416,0.05209826,0.00163371,0.00872278,0.03401963,0.05265537,0.10095583,0.04503708,0.11995757,0.44009584,0.03914367,0.18048471,0.09937995,0.05399427,0.18643754,0.19972312,0.09622044,0.1243922,0.07477548,0.00914571,0.72984016,0.0641801,0.06237376,0.03139843,0.13431516,0.12853376,0.01169791,0.0915774,0.0360608,0.00580067,0.27507848,0.18336698,0.06082813,0.12455973,0.03092112,0.05257359,0.05243022,0.00545016,0.19053157,0.31068054,0.00615275,0.02726328,0.00031223,0.00636564,0.00615039,0.06560491,0.1211662,0.21352496,0.07777464,0.05217116,0.08025562,0.06839164,0.03628104,0.16179744,0.71458536,0.02030037,0.06677492,0.05362269,0.15107081,0.1247091,0.31854372,0.02308025,0.06882693,0.05619764,0.00509668,0.21996585,0.05813224,0.00360176,0.05710193,0.5933774,0.00685514,0.00691337,0.2424115,0.11477364,0.5136632
0.32518896,0.16253263,0.10487173,0.02732734,0.02558363,0.0485335,0.01126915,0.07394443,0.0747008,0.18378725,0.12575837,0.10676803,0.34116372,0.07350581,0.1648473,0.09550471,0.08069953,0.1070982,0.17509976,0.08997139,0.08153697,0.04142089,0.02158942,0.64050531,0.07422733,0.00312922,0.01632844,0.18190894,0.12417694,0.1414433,0.12937441,0.12227979,0.04316626,0.22781101,0.10399237,0.09845452,0.05775868,0.05754497,0.1050216,0.06252457,0.0768165,0.14707562,0.24515701,0.06427674,0.00198784,0.02215305,0.03092845,0.04038451,0.03308942,0.07378195,0.21860729,0.01115836,0.04501624,0.08178842,0.01988491,0.02146594,0.06070957,0.53717061,0.04589422,0.08405635,0.04925938,0.08001128,0.10934399,0.44198713,0.10296397,0.0043861,0.09653194,0.05742013,0.2294253,0.10336289,0.03714637,0.01362217,0.41574693,0.04595207,0.04016712,0.22986081,0.1240419,0.33654351
0.20417289,0.13616889,0.018805,0.03378235,0.02169965,0.05805441,0.00524346,0.00553084,0.11167153,0.13164045,0.02730301,0.06675733,0.26458485,0.123897,0.09645841,0.13231448,0.0285393,0.07110318,0.07811455,0.09993627,0.06191327,0.03836067,0.08528413,0.72431557,0.12044344,0.08464545,0.01941043,0.30482105,0.02168964,0.08344765,0.01515592,0.09962882,0.0549457,0.23839464,0.14295216,0.07593887,0.10776917,0.09582955,0.04743203,0.05960141,0.05121987,0.18054398,0.30799761,0.02302457,0.03236587,0.05198453,0.0797381,0.00424476,0.04314782,0.00584223,0.24787036,0.09941566,0.15332824,0.048759,0.0570191,0.03830119,0.15150471,0.5398407,0.10533266,0.00728649,0.00471223,0.09467855,0.00602836,0.36797214,0.09515382,0.09476909,0.10969117,0.08682068,0.24664342,0.07220951,0.05540229,0.08002415,0.49723107,0.01848841,0.00340309,0.22200843,0.09055719,0.55360831
0.33776471,0.09553506,0.0221018,0.15029108,0.03922919,0.01146234,0.09458734,0.03950471,0.20593421,0.3257727,0.06733708,0.01078303,0.2153788,0.00151997,0.11602348,0.04736951,0.00369321,0.1687501,0.07415474,0.03614739,0.04847978,0.00066612,0.01844162,1.09708039,0.06111366,0.05662844,0.09743308,0.0682311,0.05541828,0.07645406,0.14761329,0.14473792,0.02132289,0.26897715,0.06799564,0.06571029,0.04180969,0.10744807,0.0890845,0.15355667,0.06402075,0.1656489,0.19202948,0.04703716,0.11319981,0.07165471,0.00842812,0.06017924,0.12244388,0.06352102,0.27127937,0.16563412,0.11992993,0.14301012,0.07778713,0.10301351,0.14843235,0.52908989,0.14221773,0.04338398,0.05964691,0.18968873,0.20616186,0.2447807,0.10934791,0.10989507,0.10705749,0.1002107,0.3859854,0.28393474,0.02984609,0.01977216,0.73684568,0.03458056,0.01355055,0.23295777,0.13373458,0.35343615
0.41597092,0.17023796,0.12531722,0.12805317,0.01342864,0.12919715,0.01204269,0.01559154,0.25135222,0.40646843,0.06212515,0.10149352,0.32196988,0.04488861,0.14763921,0.1384319,0.04584137,0.14779149,0.07291424,0.05420365,0.08249961,0.0392436,0.0832494,1.14183974,0.01542554,0.00287589,0.05991462,0.14099958,0.009759,0.13659531,0.10454301,0.16798915,0.05834622,0.25863307,0.15901105,0.10848063,0.00810111,0.07686487,0.08999879,0.14504973,0.05634404,0.14745201,0.28077328,0.01773403,0.04417243,0.04543001,0.03290838,0.04217785,0.06133414,0.03467257,0.31748427,0.15819743,0.25801879,0.12935596,0.14353642,0.08367484,0.12862887,0.60128398,0.16893132,0.02815861,0.05295001,0.09671596,0.18895426,0.43007754,0.15352134,0.13104569,0.07949562,0.16498195,0.43762131,0.36189306,0.00209799,0.13962186,0.7508,0.04757763,0.20816587,0.2802117,0.0737971,0.47907938
0.37425233,0.20861045,0.03041664,0.00931644,0.06690635,0.03302647,0.06416358,0.03747133,0.13702484,0.25961123,0.09301997,0.15027128,0.34442777,0.034417,0.13456346,0.12313645,0.02325909,0.11316528,0.06760201,0.13615837,0.20384146,0.03619791,0.00820577,0.83711299,0.0061384,0.01935074,0.05982542,0.12945404,0.0255947,0.04773979,0.05020789,0.03294607,0.05441462,0.28801216,0.22017121,0.04217896,0.02898914,0.06541919,0.00914595,0.14144015,0.09017624,0.21600505,0.40071115,0.00191641,0.03970661,0.04100466,0.03577666,0.07089891,0.11507384,0.15711209,0.16945452,0.14433658,0.1370408,0.03267293,0.04465891,0.06159907,0.07063601,0.65546792,0.10162862,0.06820131,0.0415355,0.12086031,0.18504482,0.33418131,0.0567196,0.06813384,0.05593638,0.05052401,0.26041466,0.04261105,0.03284674,0.17189514,0.60087774,0.02106668,0.07852392,0.14646127,0.12337181,0.53347429
0.34598823,0.24779352,0.04234212,0.02089445,0.038606,0.02019507,0.15214232,0.06675188,0.18171633,0.26601639,0.14436002,0.21054041,0.44793833,0.05113769,0.1623778,0.1435311,0.05321027,0.21317534,0.13858161,0.1868769,0.20886447,0.05518097,0.07912507,0.42464692,0.04942102,0.00033271,0.05349624,0.08392606,0.141298,0.01009922,0.09985719,0.08840134,0.06073376,0.38780438,0.20845528,0.09632086,0.09604533,0.14786471,0.03136202,0.03444604,0.12670475,0.22635185,0.34801032,0.02337741,0.02371929,0.04942034,0.07775509,0.0321837,0.07970204,0.02915414,0.32391979,0.10161875,0.10341386,0.03453467,0.02901496,0.06959558,0.19429808,0.48969347,0.08623199,0.08405809,0.2069173,0.09059488,0.17444613,0.58166706,0.00069978,0.00722243,0.10366868,0.16030919,0.30820112,0.08780701,0.00216228,0.13739501,0.58724472,0.0729951,0.08995641,0.21248008,0.18845606,0.57361619
0.30088551,0.15478022,0.04703774,0.04204627,0.00435333,0.04429833,0.06884883,0.03803186,0.13887009,0.21667083,0.01896442,0.00131618,0.25986042,0.03618149,0.03161572,0.13753267,0.0009337,0.029794,0.13373222,0.16365956,0.05372246,0.00247788,0.00534541,0.91552617,0.12607384,0.07694287,0.1574156,0.0897341,0.35007712,0.13083984,0.01642704,0.04230063,0.01963601,0.21182058,0.06688368,0.07351579,0.10925144,0.17757356,0.07755122,0.02836716,0.03502348,0.08830584,0.27501654,0.01170958,0.02233484,0.03751865,0.15893211,0.11985793,0.01919931,0.01307706,0.12808689,0.08744704,0.11332552,0.06722394,0.01541936,0.01964387,0.0071217,0.66156182,0.00371198,0.03760327,0.08838145,0.025215,0.00513024,0.54900452,0.05640796,0.01662827,0.03690465,0.01721511,0.30111606,0.01837982,0.00710099,0.07278397,0.57693518,0.00444871,0.08584967,0.14176072,0.0575221,0.28086636
0.31403384,0.18878706,0.04904075,0.08119793,0.01491832,0.0053891,0.10050039,0.00985195,0.13922516,0.21463141,0.06393475,0.06827671,0.316013,0.01673422,0.11948231,0.11022518,0.02518867,0.16233254,0.06968134,0.13263906,0.17476137,0.02762958,0.06019709,1.06222342,0.01947614,0.02767653,0.01331163,0.21319024,0.00135276,0.19883196,0.05357809,0.14357532,0.10926034,0.31809113,0.15245317,0.02230897,0.09390926,0.13421016,0.12903359,0.06202667,0.0699548,0.12044849,0.32280949,0.15929851,0.06932035,0.00230497,0.13315625,0.01441974,0.01061857,0.05760818,0.26826657,0.17901285,0.21234962,0.01150511,0.05387174,0.1038685,0.13463745,0.65655918,0.2117682,0.12849958,0.09897377,0.11627883,0.1326812,0.40839915,0.08295162,0.03464994,0.13103071,0.13976248,0.36721124,0.05639296,0.0206757,0.09423996,0.6545998,0.04843928,0.0295439,0.23124813,0.13617086,0.39052096
0.23735521,0.18418603,0.01461747,0.07549819,0.00473856,0.05032759,0.01056128,0.02386769,0.13080506,0.24082985,0.00830958,0.00975749,0.33556886,0.02845375,0.20984505,0.12563021,0.01551204,0.08637183,0.08328623,0.12734266,0.2101639,0.03113674,0.02975601,0.92239713,0.08537872,0.07147791,0.06267267,0.25701814,0.16892262,0.05338002,0.02640776,0.1409915,0.00892562,0.3187066,0.20201561,0.03361089,0.0708641,0.06592407,0.10407645,0.12919534,0.08393993,0.1638211,0.26628819,0.10116211,0.04114583,0.07891777,0.07748149,0.01816826,0.06064983,0.05659098,0.24505087,0.12960065,0.13375249,0.04879713,0.06631202,0.0388069,0.13359852,0.5364539,0.05633454,0.04638886,0.01406959,0.05044733,0.16863092,0.43371814,0.16654611,0.02688716,0.01392685,0.0989879,0.32814498,0.11986129,0.00676335,0.03497346,0.58459244,0.07731732,0.10644196,0.18328773,0.03787356,0.53104778
0.32287023,0.20926968,0.0386967,0.01355527,0.05415288,0.01168722,0.11738527,0.11350437,0.15727632,0.13522731,0.09007029,0.15556885,0.3132839,0.00606061,0.08271488,0.04275154,0.02487988,0.15516271,0.18233409,0.11326918,0.11615578,0.02280302,0.0869672,0.91538438,0.09493228,0.04273923,0.13796814,0.12484437,0.12604773,0.02234753,0.01437229,0.0465544,0.07486222,0.22482486,0.1685282,0.02186371,0.01247526,0.07925576,0.00649075,0.07295293,0.13271616,0.14308034,0.22171107,0.04921916,0.08887915,0.09368374,0.02360332,0.00203582,0.13001898,0.09554381,0.21501244,0.01795924,0.0746275,0.00636228,0.02686237,0.04093065,0.12032825,0.71667738,0.07580842,0.1231748,0.04006733,0.13575747,0.25546939,0.32883153,0.02896935,0.0214332,0.08368345,0.09948807,0.25858159,0.0341698,0.05102384,0.11642283,0.60371648,0.05733107,0.00761535,0.20602835,0.13953288,0.40467241
0.39469659,0.23851827,0.17725818,0.1123692,0.02721654,0.07374528,0.16976149,0.07457278,0.15598971,0.1732919,0.11176507,0.17859323,0.30403923,0.13190434,0.14411017,0.11014069,0.00353919,0.11542181,0.09708737,0.1215219,0.06270796,0.04958663,0.04920791,0.53835985,0.05786714,0.00518425,0.01846876,0.31397453,0.0560542,0.16126651,0.03260106,0.11397118,0.25304225,0.23619045,0.16061058,0.0518912,0.05330207,0.02606088,0.09422266,0.04616289,0.04418864,0.11211379,0.25979152,0.00805088,0.04374507,0.06318073,0.04481189,0.05133367,0.10594964,0.11016832,0.26702354,0.07545145,0.1615565,0.10092417,0.04446071,0.03982316,0.13921764,0.71429792,3.929e-05,0.07211565,0.09565859,0.20020188,0.26769527,0.36694228,0.03205414,0.02564996,0.09205984,0.00642252,0.27077445,0.05173523,0.02796187,0.05512864,0.29356791,0.03438437,0.03458128,0.32268891,0.17732012,0.59080027
0.24834151,0.13031616,0.02083914,0.03276991,0.0046763,0.028009,0.02705065,0.04223983,0.05858884,0.15691327,0.04309098,0.01331475,0.24937013,0.06579269,0.15255883,0.10986119,0.0307823,0.02178659,0.05547677,0.02418486,0.11524068,0.01982809,0.08816003,0.49559963,0.04797661,0.02310251,0.06109634,0.05977523,0.10634888,0.13048271,0.01295639,0.04676718,0.05251177,0.25142625,0.1259998,0.06296814,0.04821466,0.05299752,0.02401383,0.0748216,0.05243393,0.1437904,0.31460138,0.07510422,0.00221874,0.09232541,0.03641559,0.00146437,0.02177874,0.07410445,0.23264249,0.13922083,0.06483325,0.03467602,0.04265094,0.02496799,0.03727324,0.46989379,0.05092429,0.03875376,0.00574701,0.08331187,0.03703072,0.28895221,0.07215072,0.0601852,0.05652682,0.03070983,0.21972941,0.06757107,0.02499876,0.05677104,0.49313472,0.00751342,0.02756276,0.13237661,0.01710745,0.25512896
0.43685927,0.1979711,0.01573016,0.09190062,0.03920924,0.15131783,0.02959443,0.0736664,0.22282379,0.30956223,0.02363715,0.04075288,0.28757635,0.0928069,0.10296415,0.05477973,0.04047817,0.12752861,0.13458391,0.07489307,0.16530333,0.03884196,0.01288277,1.17468132,0.01116168,0.05086458,0.02057867,0.06763598,0.22234427,0.05293555,0.00167254,0.14474687,0.10778719,0.21695559,0.08279988,0.06381565,0.13255658,0.05667405,0.06062748,0.08993033,0.08526074,0.07989285,0.23460394,0.01481768,0.07953853,0.11764114,0.01065785,0.05761914,0.08940894,0.01585296,0.22843743,0.0896816,0.00932487,0.11495574,0.11206873,0.03586385,0.06736283,0.64042604,0.05639762,0.00414532,0.06922297,0.07362737,0.03447567,0.37535022,0.02138621,0.06147391,0.05714062,0.01916427,0.37241115,0.14926766,0.01536702,0.02469885,0.56815258,0.04086112,0.07835106,0.20979991,0.0456299,0.2062401
0.22437761,0.09963558,0.09732347,0.01177749,0.01795061,0.02159662,0.08351285,0.05737345,0.08043426,0.06617418,0.10391625,0.01810856,0.1969118,0.08411956,0.00702344,0.08417354,0.01816164,0.06313757,0.15319965,0.12293266,0.08516089,0.01135739,0.05397153,0.80741307,0.04303721,0.04713527,0.08451195,0.10455658,0.09100119,0.025658,0.07163744,0.08679945,0.01485514,0.11086064,0.03364706,0.03971427,0.01390959,0.01944959,0.04137806,0.00181079,0.08502884,0.07785757,0.17120512,0.09610791,0.01620172,0.08369363,0.13283545,0.0819347,0.07021398,0.02759759,0.16997132,0.02811138,0.10917468,0.0125849,0.0222306,0.06110107,0.11007644,0.42225997,0.01520442,0.08163824,0.04886077,0.04520194,0.06738467,0.24306387,0.03082804,0.00097825,0.03363118,0.09048941,0.23203721,0.08277135,0.06562914,0.03059552,0.37528789,0.00129144,0.02679577,0.26889735,0.08911937,0.21486013
0.32829539,0.20905012,0.07861044,0.10619809,0.01679778,0.09552507,0.09873325,0.06306788,0.16510152,0.18959289,0.04539397,0.03827488,0.3302655,0.07066022,0.14604402,0.10528105,0.10415093,0.15675143,0.08753844,0.17385409,0.23112668,0.04330423,0.04185389,0.91968153,0.06161913,0.00817246,0.01076652,0.27537434,0.1665792,0.12834864,0.11175348,0.07732744,0.01432778,0.32230164,0.15478366,0.10094828,0.05736873,0.03781127,0.08978668,0.07106458,0.06068422,0.1872378,0.26774886,0.05201847,0.02415018,0.01251208,0.08820712,0.01164074,0.0829345,0.01247488,0.24929698,0.06006923,0.11495989,0.10605787,0.1529435,0.02073477,0.13461831,0.7301497,0.0904914,0.08162979,0.05878699,0.1969449,0.20272585,0.43862132,0.11254875,0.07253324,0.07162505,0.13627691,0.28974502,0.10524089,0.02631917,0.0287891,0.6156501,0.04131936,0.00815702,0.25226231,0.12588126,0.42896603
0.43394775,0.30444107,0.19868083,0.19467933,0.08248779,0.01397342,0.16338631,0.03109486,0.23398674,0.27646045,0.06852648,0.091147,0.45224069,0.22502121,0.29565198,0.21442529,0.02805463,0.25506317,0.06512843,0.16479872,0.16560422,0.02801687,0.0438722,1.17202383,0.14799706,0.12159592,0.06869629,0.19457504,0.12018079,0.19356629,0.1545385,0.16213142,0.09559584,0.41999832,0.26782494,0.04822996,0.11766874,0.00941691,0.12287824,0.05335445,0.08362017,0.1738118,0.3241324,0.02973079,0.03907565,0.03866564,0.06103098,0.01563681,0.07330028,0.10350681,0.18575093,0.1220677,0.14096246,0.03874238,0.03615114,0.0274649,0.1379626,0.63732555,0.06387367,0.09444672,0.08108551,0.14778824,0.18449685,0.30335709,0.07973342,0.045681,0.01880055,0.08302368,0.36644473,0.18778362,0.01274828,0.1025368,0.70958138,0.0716749,0.13185283,0.18472661,0.13487856,0.51159244
0.23635801,0.19282611,0.07890202,0.06943022,0.00118015,0.05025619,0.12412586,0.02484065,0.10054506,0.16229486,0.01099847,0.01117898,0.44757373,0.06829361,0.20855183,0.11519707,0.07681714,0.27247878,0.1106504,0.00327357,0.00878609,0.03222418,0.08058932,1.05780991,0.02129458,0.02713229,0.00835043,0.19560213,0.16757447,0.27238853,0.24459236,0.14368857,0.06634631,0.30791563,0.18893801,0.00997684,0.13382392,0.01951088,0.04122421,0.04373649,0.04533198,0.20480889,0.308229,0.11709632,0.00700223,0.00531077,0.03634793,0.0363019,0.10016302,0.03637326,0.3771116,0.03145828,0.16014997,0.06906124,0.11156275,0.02003258,0.16354936,0.85179751,0.09576342,0.04931222,0.00352475,0.17516034,0.07259641,0.28087758,0.1137413,0.15437492,0.01183728,0.09670737,0.42686406,0.30975021,0.04238626,0.03444064,0.58859888,0.03333825,0.03363707,0.25489838,0.12147868,0.51836874
0.31218599,0.12832723,0.05089874,0.03830342,0.14874022,0.09418898,0.0390186,0.0882129,0.22220776,0.2740517,0.00838541,0.05532091,0.2033325,0.02641538,0.09450932,0.03290525,0.05411872,0.03416518,0.0549997,0.13681461,0.11699133,0.04558155,0.00958952,0.71484158,0.0555639,0.09744306,0.16872052,0.03939868,0.12603516,0.04250054,0.07385271,0.12163305,0.01644217,0.23551084,0.07044302,0.05714491,0.04088433,0.02624495,0.05263597,0.06032463,0.14777451,0.14038246,0.24319696,0.10536147,0.01589701,0.0625996,0.10284472,0.17661962,0.04084177,0.05678248,0.34140788,0.07977841,0.14608015,0.13062388,0.13355505,0.0513185,0.10262694,0.72365205,0.03452771,0.09768392,0.03627215,0.12033305,0.15023969,0.19755805,0.0646851,0.09072458,0.01089063,0.02224161,0.40802985,0.25774091,0.07859061,0.03474208,0.6208619,0.0888128,0.00936017,0.26071801,0.15666135,0.28132591
