src_subject_id,FA_cingulatecingulum_R,FA_CinguluteCingulum_L,FA_corpuscallosum,FA_Corticospinal_L,FA_Corticospinal_R,FA_forecepsmajor,FA_forecepsminor,FA_Fornix_L,FA_Fornix_R,FA_IFC_SupFrontal_L,FA_IFC_SupFrontal_R,FA_inferiorfrontooccipitalfasiculus_L,FA_inferiorfrontooccipitalfasiculus_R,FA_inferiorlongfascic_L,FA_inferiorlongfascic_R,FA_ParahippocampalCingulum_L,FA_ParahippocampalCingulum_R,FA_parietalSLF_L,FA_parietalSLF_R,FA_temporalSLF_L,FA_temporalSLF_R,FA_striatal_IFC_L,FA_striatal_IFC_R,FA_superiorcorticalstriate_Frontal_L,FA_superiorcorticalstriate_Frontal_R,FA_superiorcorticalstriate_Parietal_L,FA_superiorcorticalstriate_Parietal_R,FA_ThalamicRadiations_R,FA_thalamicradiations_L,FA_uncinate_L,FA_uncinate_R
NDAR_INV00CY2MDM,0.52502244,0.5477931,0.58792368,0.60745501,0.62261507,0.65701225,0.52619823,0.40252969,0.38827877,0.43576193,0.43890519,0.53861542,0.52419654,0.50521265,0.47527824,0.36997076,0.37681125,0.45948468,0.50790684,0.51992113,0.52178321,0.44747986,0.41603186,0.43376502,0.46543137,0.46631861,0.49639406,0.38543857,0.41775414,0.47873902,0.45785182
NDAR_INV00HEV6HB,0.44919209,0.49929871,0.5775254,0.57898634,0.595112,0.66792437,0.48034913,0.34955575,0.35993983,0.45193189,0.45474122,0.49401938,0.48875823,0.48964149,0.475332,0.3314736,0.32068932,0.49348154,0.52215353,0.52567054,0.54151183,0.40697869,0.39889329,0.43471795,0.43884229,0.43146821,0.4576961,0.38954414,0.3731168,0.4324163,0.40577145
NDAR_INV014RTM1V,0.36957856,0.45010053,0.53721047,0.58109393,0.58621628,0.5315575,0.51844383,0.30139688,0.31913093,0.41485431,0.4267716,0.44028658,0.42639511,0.44956054,0.42035393,0.30616418,0.32838152,0.42114881,0.44320818,0.44341236,0.44262924,0.3645579,0.35339618,0.44252195,0.47887684,0.44136198,0.49020571,0.34743854,0.35834752,0.40303185,0.41590139
NDAR_INV01AJ15N9,0.48958385,0.53689513,0.61251499,0.61022146,0.6120987,0.66021379,0.57039467,0.38319435,0.38676844,0.48230037,0.49248438,0.49125775,0.48628449,0.48973681,0.48739787,0.30229889,0.33827181,0.52159436,0.52283883,0.55599403,0.52212103,0.42667224,0.36300008,0.46472931,0.47533619,0.49148921,0.52142094,0.35665766,0.38711077,0.43124281,0.42088907
NDAR_INV01NAYMZH,0.49320664,0.49088545,0.62554816,0.65849294,0.65663958,0.66319679,0.57070777,0.41370076,0.40923054,0.51041196,0.48157256,0.53096438,0.48663727,0.5514481,0.52007922,0.39034751,0.41771041,0.54182349,0.50985677,0.5737442,0.51632106,0.43840152,0.38150182,0.50745252,0.50779998,0.53946363,0.5506978,0.43131184,0.45672211,0.47674932,0.44027981
NDAR_INV01RGTWD2,0.4908931,0.53951204,0.59391271,0.61847533,0.61987587,0.64084329,0.54343459,0.39156882,0.39895988,0.45662832,0.45485489,0.48210513,0.49101257,0.49527221,0.47979408,0.39071328,0.36963004,0.5060505,0.48034674,0.53470275,0.50449383,0.4062894,0.39802206,0.4469115,0.46698804,0.48420436,0.51029924,0.42590533,0.43786957,0.42977333,0.42318394
NDAR_INV01Z8HAPV,0.52281252,0.57882995,0.62724265,0.63052993,0.62469898,0.69769877,0.57227479,0.38489345,0.40456853,0.49843916,0.48479561,0.53664502,0.52560218,0.5274511,0.49796156,0.38637433,0.40037112,0.51070212,0.53313864,0.56251648,0.54775148,0.47282386,0.42374704,0.47990333,0.47867066,0.5062848,0.51579272,0.40740593,0.43123511,0.49278993,0.46100047
NDAR_INV021403LF,0.42230291,0.50177701,0.5746484,0.61401716,0.61500709,0.64017147,0.53815205,0.40787103,0.41606602,0.44286014,0.45390505,0.47661322,0.46506956,0.50738127,0.4979564,0.38134928,0.3384104,0.46557517,0.47188558,0.48660888,0.49303322,0.40435637,0.38117472,0.44749826,0.45522625,0.47211519,0.48673409,0.36854451,0.39761286,0.44934981,0.42254103
NDAR_INV028D3ELL,0.42097429,0.46250912,0.55825224,0.55163364,0.53494854,0.59272234,0.47393847,0.33034718,0.32466347,0.41217472,0.42201875,0.46229343,0.43119896,0.48493244,0.44276267,0.2854605,0.30079411,0.45989417,0.44810946,0.47459696,0.45883194,0.33391026,0.33681582,0.41146019,0.41474785,0.45148952,0.46464746,0.32301365,0.37221717,0.35899336,0.35402695
NDAR_INV02EBX0JJ,0.44875019,0.51518507,0.58244722,0.58045852,0.57165648,0.65755819,0.53435762,0.37092395,0.37635602,0.42810088,0.44296219,0.46521915,0.47600686,0.45928865,0.44470283,0.33761521,0.36862768,0.4716854,0.49039227,0.52053547,0.50289238,0.39845292,0.39434541,0.43027448,0.44847899,0.46642105,0.49199541,0.37724507,0.42968969,0.44390597,0.43400333
NDAR_INV02H7G2T6,0.43166333,0.42018037,0.51146734,0.54688122,0.54975733,0.51908425,0.4315807,0.31890827,0.30065575,0.43891935,0.43112884,0.45188232,0.45456921,0.44146001,0.44788055,0.26671197,0.26156314,0.44861465,0.47513079,0.47412774,0.45770915,0.33494741,0.34310287,0.42781031,0.4323894,0.4670565,0.4465104,0.34955886,0.35317788,0.39704428,0.36941377
NDAR_INV02WP3TP6,0.42939567,0.46191459,0.54515703,0.56594373,0.55831135,0.58020456,0.4433595,0.37572219,0.38643784,0.45120008,0.41452466,0.46578254,0.44655302,0.48973575,0.44648222,0.32129646,0.32200416,0.45212979,0.45575192,0.52452467,0.48361918,0.37664522,0.34085027,0.43438523,0.41231576,0.46910349,0.47911981,0.37610292,0.38604447,0.42661178,0.37570576
NDAR_INV030W95VP,0.38304051,0.41550072,0.51619528,0.55572946,0.54883568,0.57048827,0.45252702,0.32237436,0.31818033,0.39238209,0.36367429,0.47442899,0.42707055,0.46802283,0.38133853,0.27170385,0.26880702,0.4207851,0.40843365,0.47248949,0.44153432,0.39010007,0.35269032,0.42979536,0.42117978,0.46838461,0.45198423,0.35783084,0.38189078,0.39988907,0.3447004
NDAR_INV0314RN9P,0.33657119,0.41874962,0.49431804,0.54262563,0.53740275,0.53076027,0.46201205,0.32817124,0.32793939,0.39206797,0.38393441,0.39730405,0.39569517,0.37678493,0.37591597,0.31386518,0.34289163,0.37111829,0.37275371,0.41503958,0.39865198,0.32861927,0.31888905,0.39800309,0.39752651,0.4024432,0.41736939,0.33602842,0.34583257,0.32996776,0.3573754
NDAR_INV0387TP8R,0.49693563,0.58384429,0.62119873,0.61470817,0.62003137,0.69504712,0.55529957,0.37893212,0.41348142,0.4795295,0.48664852,0.52786744,0.50247978,0.51501724,0.52980066,0.41054993,0.30248189,0.53512225,0.55586043,0.57768896,0.57253093,0.42424504,0.38749932,0.46567082,0.49459955,0.47333743,0.50558237,0.38658162,0.43174076,0.49867338,0.45689229
NDAR_INV03CV8RDT,0.45647591,0.50936308,0.59002779,0.56653696,0.56169076,0.65051702,0.53396215,0.38061824,0.37802005,0.4667829,0.44447382,0.52663923,0.51355463,0.47286004,0.45817554,0.39303217,0.40570397,0.47312282,0.49571705,0.50675123,0.50894643,0.42462346,0.40746277,0.42164089,0.40841891,0.41575054,0.44845822,0.41503971,0.43876548,0.47297323,0.46050289
NDAR_INV03XVEBPM,0.38479936,0.41253637,0.56494035,0.60693716,0.62003324,0.60841703,0.47720415,0.368965,0.37844053,0.43292618,0.44254725,0.44539622,0.46565905,0.46400655,0.46088844,0.34645579,0.36291785,0.4228306,0.43637497,0.46769616,0.44933276,0.39026968,0.37259442,0.48425177,0.50641004,0.52819302,0.52466542,0.38803853,0.37379818,0.41128344,0.40426028
NDAR_INV04BFG4JM,0.37953174,0.37669318,0.49887252,0.530171,0.52305683,0.5191237,0.46515168,0.27148592,0.28386694,0.38642405,0.39354038,0.45046841,0.43532965,0.43116438,0.43743965,0.27445663,0.29479707,0.39626422,0.383527,0.40767348,0.41090265,0.35355421,0.336984,0.40135511,0.40380895,0.44392734,0.4497185,0.35117715,0.36994319,0.41237079,0.3751361
NDAR_INV04EUBGTM,0.52608426,0.54401537,0.61853861,0.62492206,0.60697837,0.63600117,0.57884855,0.38181693,0.3884836,0.4758042,0.45397297,0.52209584,0.50470952,0.53700909,0.51334441,0.39661421,0.41031563,0.51620847,0.52071063,0.55309288,0.52055244,0.41727293,0.4224311,0.45578465,0.44979637,0.46972699,0.48339476,0.39501135,0.4202161,0.44944376,0.44407035
NDAR_INV04JY6730,0.44451665,0.50568699,0.56012392,0.5475715,0.52879353,0.63208993,0.5131925,0.36016914,0.39079966,0.41795404,0.42341282,0.49328136,0.48903122,0.43344943,0.45542432,0.35001418,0.34783583,0.45724111,0.46309587,0.49732151,0.48313109,0.41478133,0.39356495,0.40299309,0.40322433,0.40783653,0.42093888,0.36233443,0.39197591,0.45564936,0.43331897
NDAR_INV04R9REGF,0.5320887,0.6005743,0.58553165,0.61508036,0.62751021,0.64855712,0.54568166,0.37250882,0.38503521,0.45186253,0.45704737,0.50876499,0.50183085,0.5086077,0.50158382,0.41839753,0.40563744,0.47341884,0.5135456,0.51972053,0.51652043,0.40218648,0.37210567,0.45589182,0.49232842,0.48734799,0.52870763,0.35939144,0.383373,0.449829,0.44899591
NDAR_INV05CA3VX5,0.44765098,0.50236359,0.6086218,0.58654822,0.60162151,0.6882598,0.55315795,0.39785859,0.3906751,0.44821308,0.44205849,0.52910056,0.51594301,0.46329138,0.48368357,0.40359676,0.39608328,0.46355516,0.49942599,0.51219071,0.51137078,0.45583513,0.40498288,0.43145357,0.43852004,0.47901329,0.48190471,0.40863852,0.42750551,0.4729192,0.4784178
NDAR_INV05LGG3GZ,0.4145456,0.45508168,0.54671073,0.61522776,0.60429603,0.62103007,0.45558457,0.38876726,0.3697454,0.41765915,0.43212452,0.49592211,0.48933079,0.48902401,0.48824956,0.30052447,0.33031331,0.43306211,0.43892827,0.48275155,0.46356815,0.37432132,0.38755339,0.45810387,0.48099802,0.50692392,0.52561669,0.36313915,0.39794157,0.42361867,0.42670878
NDAR_INV05T64PXD,0.45208091,0.45035188,0.56970672,0.60146403,0.58937743,0.58615241,0.53179099,0.33066767,0.32240126,0.43930015,0.42832383,0.48320026,0.45499245,0.50032346,0.44941276,0.30824692,0.27891901,0.47393536,0.47806844,0.51851285,0.49401249,0.42384435,0.37648515,0.45363667,0.44795047,0.47689143,0.45086543,0.37313495,0.37185182,0.42996324,0.390388
NDAR_INV06DP74KL,0.45203923,0.51282944,0.57605726,0.62121569,0.61633754,0.64887554,0.51921935,0.3966462,0.40252412,0.44277734,0.42793385,0.50370324,0.48593498,0.50225524,0.48378528,0.35527075,0.37676356,0.5173669,0.48628599,0.5433864,0.47919318,0.42918125,0.39822493,0.45464849,0.46409598,0.48569323,0.50468463,0.39622648,0.38466002,0.44633405,0.42871423
NDAR_INV06LWXY67,0.45577815,0.51208965,0.56256416,0.61217177,0.62343629,0.60280892,0.51013938,0.38318149,0.39974165,0.46720929,0.47620992,0.46900165,0.46854827,0.48356262,0.49296408,0.36264848,0.30576759,0.46289459,0.48730618,0.49907087,0.49344135,0.39257032,0.38255666,0.47230961,0.51008667,0.49902654,0.55144599,0.37729704,0.4026464,0.43433981,0.41684007
NDAR_INV06TBFD6R,0.43359141,0.51167508,0.56010888,0.57082094,0.56116477,0.58034578,0.50618643,0.34161573,0.34814213,0.43809417,0.42859498,0.45635852,0.45698376,0.44152035,0.44951389,0.3060729,0.31008897,0.4685406,0.46870428,0.49073143,0.47536316,0.3896524,0.37170053,0.42257918,0.42499024,0.43028372,0.45995198,0.35347111,0.36933346,0.41746737,0.39212082
NDAR_INV07RPB2TU,0.41025771,0.49449376,0.58912936,0.62526209,0.60504874,0.64656644,0.53962963,0.3935736,0.4026219,0.45268342,0.42273582,0.50815921,0.49755938,0.45343644,0.47580556,0.38800901,0.39399199,0.45334995,0.47439337,0.50954804,0.48516663,0.4102777,0.379766,0.43909801,0.44551867,0.45704713,0.47397963,0.42887856,0.44641317,0.45047769,0.43080559
NDAR_INV07XG8391,0.54691884,0.57902437,0.63739677,0.66049363,0.65659592,0.69079448,0.5793986,0.40611319,0.39740346,0.48483023,0.45485202,0.5661893,0.53748681,0.51806332,0.51945583,0.38773079,0.42256416,0.5535134,0.54998673,0.56813816,0.5643719,0.47384008,0.44358665,0.48431233,0.47276259,0.54365466,0.54309297,0.42980609,0.42271284,0.49027581,0.4645321
NDAR_INV086114AT,0.49106196,0.56595813,0.63916974,0.58444615,0.60482661,0.69506419,0.58875922,0.39301873,0.37248939,0.48671383,0.46588617,0.54849075,0.53412997,0.54420618,0.48975421,0.33653937,0.36807632,0.54992554,0.53145581,0.59076179,0.55025346,0.43182508,0.39584425,0.46605681,0.47194539,0.46819308,0.49301847,0.40722459,0.43759916,0.45946838,0.45640974
NDAR_INV08AT7TLH,0.48346701,0.50598273,0.59633276,0.60274613,0.58351695,0.64828751,0.55829979,0.4052319,0.3820242,0.45831459,0.44670283,0.51635483,0.50649837,0.51350321,0.48801886,0.37732994,0.40019148,0.49720624,0.49712009,0.55069222,0.51638764,0.44219461,0.38416229,0.46019877,0.42824068,0.48230246,0.46147901,0.41791964,0.42992097,0.47411853,0.44202098
NDAR_INV08GBDG8X,0.43944252,0.4709062,0.55593613,0.594971,0.59158647,0.63668703,0.51882674,0.37749482,0.38470905,0.44054294,0.41354281,0.51705374,0.49335962,0.48950284,0.4924053,0.35898253,0.36129627,0.45566045,0.45301018,0.49678492,0.48541702,0.4104785,0.36993405,0.42779008,0.43189888,0.46993617,0.47502898,0.38640738,0.41830991,0.48398002,0.43853934
NDAR_INV08K0R9C4,0.46635543,0.49594947,0.58952546,0.64211656,0.63102307,0.66045663,0.5206346,0.3834438,0.4195698,0.45442887,0.4893747,0.50723514,0.50833996,0.53197236,0.52423849,0.40998235,0.40846055,0.49080173,0.48956163,0.52917976,0.51208892,0.41697052,0.41698231,0.45818101,0.47067272,0.49586629,0.5109245,0.38984784,0.40648263,0.46184304,0.45687013
NDAR_INV08K8VF33,0.44282459,0.46867848,0.57972879,0.60421381,0.62253996,0.60388064,0.54562913,0.35347156,0.36540358,0.47715043,0.45531503,0.48273089,0.48185602,0.47639422,0.50149694,0.35385719,0.3412371,0.47035305,0.47388001,0.52190723,0.47056197,0.38587001,0.36629954,0.46033019,0.48486929,0.49192451,0.52022792,0.40831721,0.40952087,0.40637387,0.41096115
NDAR_INV08P3GNDV,0.54603458,0.52714493,0.60608814,0.60572425,0.58530141,0.67830923,0.53362617,0.36635136,0.39046075,0.4730563,0.45012442,0.55279957,0.52555761,0.53311531,0.51156565,0.42324005,0.43030527,0.51654858,0.51846486,0.55345281,0.5482761,0.42958804,0.39227143,0.45906161,0.43993034,0.49619643,0.49425843,0.40984135,0.42088288,0.46930116,0.46931576
NDAR_INV08YFFYY2,0.47450221,0.51221271,0.58762168,0.6140291,0.61830223,0.61881764,0.53376776,0.36929538,0.39833323,0.45916669,0.46478135,0.50845395,0.49119162,0.47802475,0.47853412,0.35181537,0.37349605,0.48633696,0.49514065,0.5139062,0.50315724,0.41898746,0.37926258,0.46421761,0.49146527,0.50828963,0.51873526,0.39125494,0.41077816,0.45773719,0.43202928
NDAR_INV09AKV10T,0.43276829,0.42620037,0.53639823,0.56309094,0.56915056,0.56429927,0.46003241,0.34626455,0.36822013,0.41834129,0.42861941,0.45767908,0.43287578,0.42549997,0.44192598,0.34672446,0.31601058,0.44419143,0.47548983,0.46315359,0.45145009,0.37944481,0.34436451,0.44037521,0.46307526,0.47525969,0.49217773,0.38896596,0.39630427,0.39693637,0.36571211
NDAR_INV09AUXBBT,0.40479844,0.44571841,0.52035786,0.5874017,0.58976366,0.56147627,0.44373398,0.3876826,0.36264861,0.4540365,0.45380262,0.47188338,0.45035999,0.51184165,0.49300061,0.39089561,0.39200566,0.47645822,0.46494851,0.54864579,0.48440288,0.35084063,0.34042823,0.47058273,0.48361142,0.48098742,0.49135455,0.36776998,0.37394331,0.42943267,0.38178873
NDAR_INV09T2EBX4,0.41397061,0.44129944,0.55376773,0.55650381,0.57485866,0.59116195,0.46654717,0.38560176,0.39623198,0.45997274,0.43672166,0.46347931,0.43298784,0.49068755,0.45507399,0.35531372,0.32196169,0.44518323,0.45243593,0.49041471,0.46402676,0.37899878,0.3734013,0.42728642,0.44180957,0.46197101,0.4981923,0.34609802,0.34899363,0.40949165,0.37306798
NDAR_INV09ZE6UUK,0.41448111,0.49622257,0.56336852,0.57173198,0.57766727,0.61439362,0.50322251,0.30648437,0.33780463,0.42697421,0.43023265,0.46568378,0.50136573,0.44499952,0.41677398,0.29364229,0.3351729,0.44845515,0.49331628,0.48915885,0.50368034,0.3433348,0.40227167,0.41650352,0.42047543,0.42556751,0.44198463,0.37392026,0.40841169,0.36314517,0.42659626
NDAR_INV0A4P0LWM,0.49577453,0.57178581,0.60941138,0.59766543,0.57982472,0.6484067,0.54208408,0.37082395,0.39553051,0.48819765,0.46686337,0.52302957,0.52025832,0.4923787,0.52393555,0.39996677,0.37475113,0.50813462,0.52757622,0.55286265,0.53936087,0.42788509,0.41711878,0.47238913,0.46162928,0.49145588,0.51946141,0.41234188,0.43145107,0.47292946,0.45967291
NDAR_INV0A4ZDYNL,0.49077317,0.56119037,0.60611872,0.62867104,0.62760574,0.65529485,0.55419762,0.43327908,0.43410163,0.49655141,0.49570137,0.53206189,0.51088215,0.51722578,0.50290891,0.38428751,0.38152639,0.50056427,0.48911917,0.53148201,0.50266405,0.42177011,0.40806396,0.46674783,0.49047597,0.50625932,0.51691632,0.43548895,0.45563827,0.48742856,0.46490733
NDAR_INV0A9K5L4R,0.5174659,0.46125127,0.58693118,0.64355981,0.63853157,0.64223182,0.52984164,0.40142523,0.39109082,0.46651892,0.45682879,0.49761506,0.49195507,0.48381987,0.46544758,0.38017756,0.39035308,0.4583865,0.47240352,0.50734053,0.4743908,0.39551076,0.36555202,0.44377893,0.44400038,0.48652806,0.50314081,0.40577979,0.41802081,0.44618266,0.41919253
NDAR_INV0AEBMADL,0.51897048,0.50108758,0.57279043,0.58906253,0.57719273,0.62265366,0.51338147,0.32877423,0.33381854,0.43672319,0.42962235,0.50552109,0.4965828,0.49793713,0.45001556,0.37296536,0.36758798,0.4742557,0.4873914,0.51652528,0.49359244,0.41866405,0.39181934,0.43504225,0.43863907,0.45357351,0.46407374,0.41763766,0.4317977,0.47090087,0.44316363
NDAR_INV0APJMRD1,0.53551795,0.5371243,0.64480452,0.63577552,0.61247423,0.69969471,0.5940182,0.38576246,0.36781285,0.52160442,0.4892785,0.50949477,0.50854818,0.46875439,0.46233316,0.36438005,0.36682965,0.51421502,0.50405805,0.52602731,0.52621582,0.46979151,0.44437563,0.49585578,0.47656871,0.50201546,0.50784481,0.39928475,0.42868874,0.45620938,0.45545873
NDAR_INV0AZFZ65C,0.33475958,0.41075499,0.531514,0.55303377,0.53727998,0.58199297,0.45471733,0.34413589,0.33621125,0.41635964,0.3783933,0.44643223,0.42155824,0.45127955,0.44525275,0.28959494,0.29903883,0.426902,0.40798252,0.48969787,0.4348133,0.3375308,0.32555775,0.42837003,0.42150511,0.46349032,0.43476765,0.34509128,0.34100966,0.38375498,0.33195938
NDAR_INV0B0HVEYX,0.42665647,0.52811515,0.62805109,0.63275632,0.62711482,0.68430997,0.55492733,0.41573946,0.41755894,0.51051007,0.49153317,0.51810888,0.50878486,0.5406933,0.54417939,0.42157917,0.38905533,0.53032145,0.52400677,0.55487264,0.52843986,0.40889381,0.38929847,0.49103364,0.47613226,0.52491248,0.52500164,0.43078833,0.41913228,0.44575053,0.42712394
NDAR_INV0B3PHZ2W,0.42421612,0.51730945,0.58511031,0.59755448,0.58370831,0.66312236,0.52824446,0.39289612,0.38349492,0.4410569,0.42990269,0.52922547,0.49025491,0.47868905,0.44818005,0.38383985,0.3644084,0.46523067,0.45394526,0.50728941,0.46393163,0.41426833,0.38051877,0.42409859,0.41550511,0.45616428,0.45588888,0.39370788,0.43617861,0.43739137,0.41881623
NDAR_INV0B7UGM1D,0.50661062,0.49718626,0.60113741,0.54549311,0.56265598,0.66013467,0.56811032,0.40126643,0.4119436,0.47707972,0.46658075,0.52910327,0.51531194,0.53251264,0.52943906,0.35723375,0.37642478,0.46381137,0.50805763,0.50922819,0.51601944,0.40873277,0.41032108,0.43167721,0.44342342,0.44914627,0.48191079,0.42958175,0.42682745,0.45134476,0.45067191
NDAR_INV0BAVEL0T,0.3973931,0.49308633,0.58579486,0.57737377,0.59103352,0.63476565,0.51566759,0.37316123,0.41481013,0.45709913,0.47380495,0.49739908,0.4979335,0.50606162,0.50736107,0.35293638,0.35120735,0.46608262,0.47619846,0.5253916,0.49150587,0.39124038,0.35379665,0.4393452,0.45442497,0.4811365,0.50049535,0.39069679,0.41645929,0.40911503,0.42477137
NDAR_INV0BL9EL2Y,0.44760008,0.44902189,0.51562974,0.5842966,0.58612703,0.55695594,0.41669116,0.33561307,0.35214903,0.43114942,0.42375747,0.46303375,0.45247731,0.49755299,0.47000522,0.35995738,0.36990975,0.4490362,0.45041113,0.46916992,0.46099884,0.33741914,0.31249002,0.4596314,0.44912602,0.50659537,0.49487573,0.33284492,0.33928057,0.38277693,0.38752562
NDAR_INV0BXXNBH4,0.50512247,0.52568193,0.59800222,0.57988382,0.59787456,0.67290624,0.53817624,0.40807544,0.40673402,0.42735113,0.44330349,0.50354586,0.47539161,0.47834247,0.47073658,0.35355739,0.35778141,0.46439304,0.47896404,0.51428875,0.51222789,0.40329598,0.35134254,0.3956315,0.41447861,0.42696926,0.46110713,0.37669245,0.41194949,0.43605309,0.42255218
NDAR_INV0C471G23,0.44854926,0.52051543,0.58775662,0.59871465,0.60345395,0.6079485,0.5505423,0.40561183,0.40668522,0.48687457,0.47775711,0.49338104,0.48957326,0.4865691,0.4874495,0.41177124,0.40757187,0.45813349,0.4661458,0.50602376,0.49018938,0.43081646,0.41366743,0.4442863,0.47195103,0.46987414,0.47834443,0.40760577,0.43039488,0.47328183,0.44492779
NDAR_INV0C765WK4,0.52057297,0.57209633,0.60237991,0.6042232,0.60335333,0.65925428,0.54244162,0.42809512,0.43218227,0.45433934,0.4594928,0.51139461,0.50436604,0.53410639,0.51229665,0.3396723,0.40996886,0.49595819,0.49846036,0.54055697,0.52520939,0.41496058,0.39443325,0.45887216,0.4712468,0.50717309,0.53084203,0.40778797,0.42760844,0.48414643,0.42482254
NDAR_INV0CBPKF6W,0.48909318,0.5587369,0.63602305,0.61018983,0.61300004,0.70800451,0.59094134,0.41979947,0.41030469,0.48309259,0.46530216,0.52548365,0.52397576,0.47830432,0.48870939,0.37720928,0.40604945,0.49620409,0.5004195,0.54727984,0.51283162,0.43719961,0.40702894,0.44345822,0.47098108,0.47735237,0.49386676,0.42344631,0.42846211,0.4799821,0.47579956
NDAR_INV0CCVJ39W,0.46459354,0.50660967,0.58634781,0.58294551,0.60156588,0.59438588,0.5628947,0.35772842,0.3597161,0.48009894,0.46645228,0.50922457,0.48316432,0.50015995,0.50076022,0.36367529,0.37976183,0.50109155,0.51504399,0.54860336,0.52486578,0.41426184,0.37412112,0.43943393,0.45214263,0.45403414,0.46812382,0.41877971,0.43455537,0.44868227,0.43650541
NDAR_INV0CF1U8X8,0.40679277,0.49048637,0.58306971,0.58534922,0.56891449,0.6163913,0.5416405,0.3865243,0.37266426,0.45456205,0.43856223,0.4731406,0.47062228,0.48966721,0.46864047,0.37174668,0.35960151,0.4550919,0.45067114,0.47638018,0.44473878,0.36763713,0.39054984,0.41994183,0.4111995,0.45325398,0.44681125,0.39048709,0.42139839,0.4368495,0.40297783
NDAR_INV0CFR33F0,0.52315482,0.55947918,0.60394799,0.60467081,0.62524677,0.65732907,0.55534158,0.3703727,0.39074655,0.46406648,0.47480788,0.50944869,0.52278814,0.51447316,0.51464455,0.4188099,0.37729416,0.50340181,0.51093916,0.54544925,0.52393625,0.41071619,0.39654545,0.43823106,0.48095646,0.47771622,0.5327318,0.40292313,0.42750533,0.47924736,0.47342836
NDAR_INV0CP9XGTP,0.51096823,0.53950694,0.59612787,0.62568898,0.63744168,0.63839746,0.56154872,0.38776515,0.384123,0.46349767,0.47675095,0.5527994,0.53489193,0.55365701,0.49962596,0.38705099,0.31641598,0.52137531,0.52669592,0.55346538,0.52592056,0.42780903,0.40879585,0.45147327,0.49535475,0.47301889,0.52439644,0.41869325,0.45375702,0.49705133,0.48589554
NDAR_INV0CV2Y4YR,0.44794112,0.49183972,0.59303338,0.61010928,0.55446652,0.65758895,0.47537432,0.37012399,0.36695016,0.45094991,0.47591518,0.46732913,0.46835561,0.46891691,0.51710662,0.34007141,0.37345457,0.45460616,0.47262237,0.47526019,0.47860364,0.37749191,0.38567762,0.44120063,0.45608435,0.50122395,0.48497904,0.35734705,0.38723994,0.38503007,0.39917298
NDAR_INV0D5J9T8P,0.527345,0.55285177,0.61030161,0.60552817,0.6168802,0.67007874,0.58939364,0.35052713,0.3438034,0.47127585,0.44523084,0.54808937,0.53253696,0.53280334,0.50266454,0.39515136,0.41572589,0.47497407,0.49583276,0.50240571,0.49482018,0.46193797,0.44783159,0.45807452,0.47500241,0.46553553,0.48326211,0.40546853,0.4397705,0.49791009,0.47031065
NDAR_INV0DBRJXKG,0.44342687,0.50480776,0.59495641,0.63866728,0.62685057,0.63082258,0.55845149,0.38362623,0.3920243,0.47452002,0.45272529,0.52571109,0.5120622,0.53578299,0.52072655,0.39646738,0.34519597,0.50145425,0.50457901,0.52774305,0.51914868,0.44024751,0.39806768,0.46931486,0.45785453,0.48978032,0.49505571,0.4248773,0.41028184,0.51233828,0.47483858
NDAR_INV0DC9BJZK,0.48678133,0.59095524,0.58399608,0.55675519,0.55545012,0.59230006,0.52778838,0.37685613,0.39419846,0.46220812,0.46924999,0.52740677,0.49593119,0.51057848,0.49416639,0.3607154,0.32526097,0.48995498,0.47923815,0.52740721,0.50224722,0.41901452,0.39040818,0.41315398,0.41747653,0.43252648,0.45576764,0.40848503,0.42160525,0.47474313,0.44518647
NDAR_INV0DG8XR2P,0.47525735,0.53399051,0.63840572,0.64499735,0.65444128,0.68116273,0.60064788,0.42078353,0.43532691,0.50071778,0.47948473,0.51803566,0.50866119,0.50591082,0.47754984,0.36595941,0.36096494,0.49913882,0.49213659,0.53948275,0.50949482,0.44324598,0.40866663,0.47586158,0.48033321,0.51245224,0.51208752,0.45328385,0.44967111,0.48113791,0.47572998
NDAR_INV0DKWEM1A,0.4047773,0.45355261,0.58925658,0.60884151,0.61031613,0.66113624,0.52820363,0.38603502,0.40659081,0.45854921,0.46807629,0.5122241,0.50280817,0.51637428,0.51845019,0.38999238,0.40441972,0.48727516,0.49305407,0.50550285,0.50619153,0.41007265,0.42121265,0.44630059,0.46271294,0.4844216,0.51378172,0.37989512,0.4004235,0.43236534,0.42856722
NDAR_INV0DMRP60R,0.45176368,0.48824636,0.54189841,0.55518726,0.57495812,0.54540634,0.48001008,0.3164225,0.32123382,0.41954256,0.42372907,0.47065843,0.46452115,0.47702497,0.49272018,0.31511349,0.3262061,0.45860713,0.46938369,0.51074258,0.49181916,0.36023575,0.34937668,0.37836044,0.4085263,0.41023435,0.45356141,0.33822006,0.36098023,0.44370815,0.40346822
NDAR_INV0DVK13LU,0.49988695,0.54119383,0.62200555,0.5725198,0.58757909,0.6542145,0.56281163,0.38623811,0.42284881,0.46597399,0.45084919,0.52429202,0.51902256,0.50651701,0.50795373,0.35008192,0.34636711,0.51579906,0.52597037,0.55805882,0.51798229,0.43731777,0.40627843,0.46093309,0.46115107,0.49234457,0.52280843,0.39586574,0.4061879,0.4753305,0.45676768
