src_subject_id,FA_cingulatecingulum_R,FA_CinguluteCingulum_L,FA_corpuscallosum,FA_Corticospinal_L,FA_Corticospinal_R,FA_forecepsmajor,FA_forecepsminor,FA_Fornix_L,FA_Fornix_R,FA_IFC_SupFrontal_L,FA_IFC_SupFrontal_R,FA_inferiorfrontooccipitalfasiculus_L,FA_inferiorfrontooccipitalfasiculus_R,FA_inferiorlongfascic_L,FA_inferiorlongfascic_R,FA_ParahippocampalCingulum_L,FA_ParahippocampalCingulum_R,FA_parietalSLF_L,FA_parietalSLF_R,FA_temporalSLF_L,FA_temporalSLF_R,FA_striatal_IFC_L,FA_striatal_IFC_R,FA_superiorcorticalstriate_Frontal_L,FA_superiorcorticalstriate_Frontal_R,FA_superiorcorticalstriate_Parietal_L,FA_superiorcorticalstriate_Parietal_R,FA_ThalamicRadiations_R,FA_thalamicradiations_L,FA_uncinate_L,FA_uncinate_R
NDAR_INV6AR8A46Z,0.47820604,0.51974747,0.59747726,0.55399374,0.55497948,0.65861521,0.54381726,0.38055127,0.38602222,0.47621343,0.46444644,0.47798352,0.48154471,0.48022503,0.47966872,0.35549797,0.38701463,0.48065596,0.49065234,0.52962922,0.49885089,0.42173468,0.38580064,0.43460169,0.41666818,0.42910197,0.44214556,0.37624118,0.39526292,0.47261634,0.44333014
NDAR_INV6BAW7VRX,0.53684116,0.55969965,0.62237039,0.60188662,0.58607234,0.63808574,0.57642368,0.44766627,0.42399168,0.47326679,0.46301707,0.53843308,0.50898286,0.5258691,0.52548731,0.43315043,0.39833948,0.48015217,0.51106891,0.52474141,0.50704795,0.39721357,0.36934078,0.41766049,0.39266781,0.46094769,0.44655914,0.44116143,0.45863001,0.47096481,0.42863987
NDAR_INV6BVU3BDR,0.51846477,0.56534531,0.61958702,0.62062865,0.62565799,0.63831069,0.59474078,0.37853204,0.38596158,0.48864385,0.50983547,0.53459436,0.52361753,0.52959963,0.52403318,0.39013281,0.36354644,0.49602668,0.5067569,0.53991636,0.51384562,0.41968806,0.4053186,0.46209926,0.48073996,0.47915787,0.5138894,0.44002919,0.45985895,0.45028557,0.4482677
NDAR_INV6BVVAY29,0.43179613,0.50753477,0.55642602,0.55649497,0.59309971,0.61291104,0.49107569,0.3752744,0.40444675,0.41260363,0.42342884,0.47271493,0.4734249,0.4850501,0.47928785,0.31920636,0.34583023,0.42518201,0.45693471,0.47325504,0.46511039,0.39284181,0.385226,0.43861995,0.47210412,0.47844057,0.5021963,0.40206292,0.38291448,0.40097072,0.40681985
NDAR_INV6CA2HNYJ,0.44477205,0.4903492,0.56926911,0.59135551,0.59885234,0.61767635,0.52836704,0.36138874,0.35175421,0.45275483,0.46814307,0.47038506,0.47760248,0.47224383,0.45271638,0.2937635,0.32284019,0.49115313,0.49120633,0.50879041,0.51003868,0.41273741,0.37651565,0.42731793,0.45607654,0.47494933,0.49702025,0.38287435,0.41798164,0.44657097,0.41543883
NDAR_INV6CG6LPAT,0.49017799,0.57744184,0.61075711,0.5962201,0.61293119,0.65136705,0.56702521,0.39678154,0.40107254,0.47995175,0.46976545,0.5335587,0.5224483,0.51267945,0.48144683,0.37155605,0.39190619,0.50632519,0.51341006,0.55799512,0.52823771,0.43441159,0.40121961,0.45569619,0.47103248,0.47239401,0.49360043,0.40961528,0.43278687,0.47646426,0.45330955
NDAR_INV6CN3DP5L,0.50064624,0.49319112,0.5951282,0.60626916,0.60906196,0.64304353,0.53601705,0.38392106,0.37316376,0.4536451,0.44705966,0.53231581,0.5379972,0.48709485,0.48146983,0.36374442,0.36417074,0.46466291,0.51139824,0.51267228,0.52848053,0.43282055,0.42046896,0.45663288,0.4520702,0.47132917,0.45480435,0.41163007,0.41005128,0.4505946,0.4554281
NDAR_INV6D02DABX,0.42910252,0.46638964,0.56501984,0.59167609,0.59607922,0.62283192,0.49586056,0.39150365,0.39154326,0.42314561,0.42110599,0.48428472,0.47597349,0.4599833,0.44616136,0.3447047,0.3469114,0.46609981,0.48511345,0.49725697,0.51055435,0.38598413,0.36571816,0.43030141,0.44882768,0.49335872,0.48714505,0.38310291,0.40162302,0.43685429,0.4333277
NDAR_INV6D3TTBKJ,0.463121,0.54907155,0.58548713,0.61871533,0.61801677,0.64597802,0.55282541,0.35503024,0.36575034,0.4498364,0.43229519,0.49602908,0.49303888,0.46188703,0.45207702,0.38287043,0.33722898,0.48065876,0.47505608,0.50635612,0.49270548,0.42397498,0.41552556,0.41909349,0.45253119,0.4597662,0.50445696,0.40831364,0.42699836,0.46438787,0.44485007
NDAR_INV6DE6KC7V,0.44652774,0.53277098,0.61286793,0.63693009,0.63576429,0.66259068,0.56910827,0.40811424,0.41178158,0.48415796,0.47547536,0.52632128,0.52277298,0.52313404,0.52542337,0.42183816,0.3931214,0.47493824,0.49751556,0.53180734,0.51599487,0.4291173,0.4126558,0.48268462,0.50905678,0.52307827,0.55573099,0.42731515,0.42561075,0.47487857,0.45149866
NDAR_INV6DLPUK1V,0.39777225,0.44319457,0.54835102,0.49679939,0.5225146,0.57748251,0.50001117,0.33138741,0.3286766,0.41162511,0.40618872,0.47612941,0.46665282,0.47712994,0.48776715,0.31455882,0.33483443,0.41769734,0.43379084,0.45512488,0.43660522,0.39580479,0.36897131,0.38341681,0.39262914,0.41108577,0.42658252,0.3588548,0.38435814,0.41317309,0.4023601
NDAR_INV6DYLLUU6,0.37966546,0.427109,0.54528624,0.53577227,0.52941851,0.59672525,0.49327674,0.33053941,0.34560599,0.40647476,0.38795837,0.44737491,0.44965049,0.43985785,0.43451186,0.32172134,0.32342925,0.41010849,0.42067959,0.47380573,0.45069373,0.37934432,0.37700318,0.41334212,0.40793578,0.42093619,0.4288263,0.3505748,0.38296698,0.42864643,0.42356541
NDAR_INV6E8NELFC,0.44246231,0.46232391,0.58006968,0.60562679,0.6040037,0.66256821,0.52607681,0.38703823,0.39621572,0.4383606,0.42659466,0.48337832,0.47217861,0.46144733,0.45314837,0.41075489,0.41907349,0.46339479,0.46921169,0.49899886,0.47681703,0.4105055,0.35981827,0.43479878,0.45063821,0.47388202,0.46554768,0.40859418,0.42463975,0.42547935,0.38257055
NDAR_INV6EPGL57G,0.47866531,0.51520588,0.60469138,0.6194667,0.62061545,0.66336185,0.5474408,0.35513962,0.35799435,0.46666708,0.45395803,0.54824315,0.52269353,0.50271672,0.50945056,0.39009578,0.42178174,0.50669709,0.51107109,0.5435021,0.51519865,0.41811758,0.39672639,0.45665042,0.45774366,0.50146374,0.50542373,0.4244899,0.42404773,0.50666122,0.47181607
NDAR_INV6ETG8KHZ,0.45736147,0.47874637,0.63354781,0.62448769,0.63825073,0.70878932,0.57951439,0.40246536,0.38727921,0.48089184,0.45518768,0.54878091,0.53379164,0.55443112,0.54234242,0.44467732,0.42986413,0.55300035,0.55279506,0.57194489,0.55218149,0.44319572,0.39788701,0.43943164,0.47105174,0.4789489,0.52854813,0.41327865,0.43278771,0.50446508,0.47931419
NDAR_INV6EVBBMKN,0.48190718,0.46794749,0.55519508,0.57785929,0.5861553,0.60073626,0.49398141,0.42306527,0.40460761,0.4453593,0.43302168,0.50818695,0.50237948,0.50159615,0.49536505,0.43716032,0.42612434,0.47953583,0.47232328,0.51952463,0.48883295,0.41718529,0.40243716,0.40946904,0.41692998,0.42334354,0.45892221,0.4227797,0.42475526,0.46487018,0.429338
NDAR_INV6F1LPHLT,0.45148569,0.52765508,0.61181009,0.63106994,0.62117775,0.68780052,0.53919525,0.36910626,0.3962903,0.47689032,0.47565007,0.49221773,0.47439569,0.52744026,0.50586995,0.37463804,0.39239845,0.53402075,0.51390853,0.57114816,0.53966718,0.40973441,0.37509966,0.44975723,0.46381668,0.48112001,0.53481951,0.38943039,0.42058321,0.42741848,0.41343113
NDAR_INV6F8VJE7N,0.48851149,0.56921112,0.61281429,0.62466479,0.61501071,0.67364399,0.5570072,0.37656137,0.40257538,0.46223657,0.48113007,0.52424918,0.51063931,0.50506839,0.49835592,0.3637945,0.3396003,0.48179535,0.49206181,0.52444095,0.51753033,0.43555498,0.41438958,0.45643856,0.47039196,0.47712644,0.49084342,0.43626727,0.45457286,0.49016759,0.45247146
NDAR_INV6G618RT0,0.43255665,0.50292272,0.57781797,0.61131504,0.62627558,0.6102021,0.51445822,0.39462673,0.40466865,0.44833936,0.46214427,0.50201734,0.48406594,0.52076941,0.50470362,0.37451896,0.33080599,0.46632415,0.48783003,0.53377156,0.51787445,0.41880026,0.36930396,0.45631984,0.48195849,0.48613996,0.55089399,0.3763928,0.42274954,0.46052248,0.45535657
NDAR_INV6G6L9NXY,0.49373765,0.48788791,0.60148675,0.61688368,0.6132033,0.66585179,0.54147156,0.38093235,0.38195748,0.45712693,0.474029,0.50812085,0.49194818,0.47151083,0.47677139,0.40857081,0.43307674,0.48702761,0.50968018,0.52181512,0.50114901,0.4305978,0.37941415,0.43411689,0.45749099,0.47774757,0.504794,0.41026979,0.4342622,0.47707532,0.42604276
NDAR_INV6G8X0EP0,0.389984,0.3884037,0.54581986,0.53731215,0.55227489,0.5861856,0.47439508,0.33932505,0.34489151,0.43990107,0.41020412,0.43133497,0.42983781,0.46426585,0.43835615,0.36881291,0.35289439,0.45693902,0.44791125,0.4877755,0.44992211,0.36907057,0.37269278,0.40207712,0.39665077,0.41038869,0.43059081,0.3597646,0.34983863,0.38126697,0.37333862
NDAR_INV6GBF9WDD,0.4955333,0.57370765,0.62316719,0.63102446,0.61605317,0.66040842,0.57261798,0.39798674,0.42806514,0.51588163,0.48684653,0.55945209,0.52511158,0.55818243,0.54261164,0.39589869,0.38081796,0.53864592,0.52824582,0.58214417,0.54689867,0.46547571,0.42257201,0.50176993,0.48590898,0.5169451,0.5274499,0.4307845,0.44722875,0.51549574,0.46605645
NDAR_INV6GLTPT5T,0.47264159,0.48119256,0.60103683,0.61698924,0.62153482,0.65574909,0.54109104,0.39015881,0.38593992,0.48525016,0.46746292,0.53098293,0.52386183,0.50817272,0.49886614,0.39571365,0.39277991,0.51081093,0.5261882,0.54510223,0.5125346,0.45649347,0.42428812,0.47082599,0.47976801,0.4876633,0.51656077,0.39282193,0.42338025,0.49393252,0.44777667
NDAR_INV6HTEC707,0.49389811,0.5771518,0.61579344,0.60056904,0.59392288,0.67133363,0.56085475,0.37913185,0.38838468,0.47786879,0.46672272,0.50164493,0.51639061,0.51502177,0.51720344,0.40386641,0.323805,0.50022762,0.50472547,0.52086632,0.50936742,0.42292394,0.41041333,0.46628256,0.48399285,0.49088153,0.52153714,0.42104805,0.4454766,0.45634137,0.46335653
NDAR_INV6J8LBGU5,0.46769405,0.53396489,0.61421886,0.59525639,0.61482294,0.67499584,0.57177274,0.41537449,0.40785378,0.48567498,0.48992443,0.51593923,0.51209975,0.52726077,0.52649399,0.41223672,0.39968558,0.5168204,0.51505661,0.56618447,0.52274195,0.42236975,0.39856889,0.4648061,0.48194251,0.49954338,0.53821336,0.4128672,0.44568386,0.48925232,0.46151231
NDAR_INV6JBD5MP2,0.38456949,0.45165086,0.51754386,0.56977185,0.56800022,0.53262466,0.47173629,0.34616453,0.33259801,0.4176602,0.40553883,0.46469586,0.45024873,0.43087304,0.41579572,0.25428508,0.28337202,0.42711073,0.440292,0.45133453,0.44715897,0.38283558,0.36384385,0.423631,0.42716577,0.43106942,0.43288935,0.35170322,0.36601042,0.36375074,0.38368153
NDAR_INV6JFY5LBB,0.4400346,0.46345274,0.58331319,0.57834468,0.57961991,0.61682827,0.53548272,0.39610661,0.41929697,0.46605651,0.45621642,0.51571372,0.51284109,0.4788961,0.49420477,0.38949888,0.38355081,0.47580457,0.51113739,0.52087861,0.5145721,0.43500647,0.41488336,0.42302456,0.42569801,0.46145151,0.48898175,0.40581522,0.42426229,0.45870695,0.46058942
NDAR_INV6JHNJJUB,0.45989596,0.44820242,0.57641203,0.61218646,0.61828087,0.6134155,0.51062769,0.35072272,0.35400953,0.46331644,0.45707363,0.48521358,0.4797657,0.49665746,0.48194424,0.33104693,0.36567135,0.46063673,0.49391119,0.52228523,0.51666509,0.39571403,0.36860405,0.45416327,0.47299103,0.5240606,0.53992038,0.40963436,0.42355673,0.44134398,0.42744958
NDAR_INV6JJBMHZL,0.44539684,0.53073855,0.61380519,0.63136861,0.61615029,0.64659262,0.56578345,0.36543059,0.36647579,0.48740508,0.47507407,0.54129546,0.51368728,0.55759336,0.5477966,0.39283358,0.32331599,0.51109005,0.51640804,0.53321451,0.52133899,0.40662854,0.38750772,0.46651145,0.47811551,0.52168837,0.51380655,0.43124311,0.44429037,0.46769799,0.43066325
NDAR_INV6KEGPJ6J,0.49836829,0.5503067,0.61374158,0.60819393,0.60959654,0.67602621,0.56487004,0.3951266,0.39816927,0.45146097,0.45333696,0.51211647,0.48912501,0.51397067,0.52123302,0.40355834,0.40212569,0.49848389,0.53131371,0.53834947,0.52878278,0.40921784,0.37581013,0.43735978,0.44890843,0.46465296,0.49449069,0.40905689,0.41641608,0.40812228,0.41573345
NDAR_INV6KL1B4H0,0.40934067,0.42516435,0.53640665,0.5789505,0.57574843,0.60273248,0.43890332,0.3696989,0.35274526,0.41145681,0.41961263,0.448848,0.43411725,0.47704227,0.44124549,0.36458924,0.37681926,0.43939855,0.42769693,0.49049931,0.42494142,0.32813496,0.29337686,0.42203014,0.44143323,0.47681011,0.49293307,0.34829284,0.3646877,0.39029624,0.38346292
NDAR_INV6KM1LGCB,0.47476736,0.51175152,0.62340998,0.59943881,0.6151477,0.67772757,0.59477976,0.36986043,0.37241917,0.51775979,0.4781054,0.52912348,0.50943369,0.53592111,0.51542229,0.39294867,0.39431094,0.52426066,0.52853341,0.56122863,0.53832819,0.43110596,0.40389788,0.45072967,0.44190789,0.47409482,0.49820875,0.44059229,0.43590318,0.47998082,0.45150482
NDAR_INV6KYWMEB4,0.34292194,0.34983083,0.4931685,0.54659488,0.53824944,0.53850292,0.44008583,0.28738558,0.30729167,0.38453763,0.36416291,0.41900485,0.40884091,0.39459301,0.38620206,0.24132695,0.23539321,0.38967315,0.38009008,0.44007513,0.42267261,0.33476031,0.30742383,0.40718558,0.39562811,0.44192246,0.42230417,0.3284112,0.32347332,0.36381405,0.37354289
NDAR_INV6L03215H,0.44252619,0.52645029,0.62036428,0.60129844,0.60762507,0.66540524,0.58444482,0.3943886,0.41624881,0.46368037,0.4640115,0.5415788,0.53267553,0.50589368,0.50643866,0.43262198,0.42728748,0.51703857,0.51498014,0.56223137,0.5239352,0.43246835,0.43797764,0.45318992,0.48395811,0.47425415,0.50830724,0.42189031,0.43788675,0.48283575,0.4816477
NDAR_INV6L8KUMX4,0.3988724,0.41140983,0.54084786,0.58656862,0.60496623,0.5953929,0.47155145,0.33323038,0.33000193,0.46828922,0.45310414,0.42975857,0.43564183,0.44291911,0.47276627,0.36400463,0.34693471,0.43128552,0.43460655,0.47712787,0.44656139,0.34950471,0.33229677,0.45527412,0.47731241,0.48608726,0.49180873,0.38135354,0.38140738,0.40480779,0.37237988
NDAR_INV6LBMATCR,0.47958943,0.5506686,0.61612843,0.53731098,0.54515074,0.64253826,0.56940343,0.38502069,0.38220699,0.47461482,0.46822004,0.49947826,0.48809708,0.48898501,0.46976321,0.41217351,0.40533206,0.47003812,0.49312952,0.50551528,0.52613915,0.44470857,0.42686373,0.44739194,0.44750912,0.47734579,0.48148626,0.42016613,0.41819663,0.49624057,0.46113736
NDAR_INV6LPGM9UU,0.40222344,0.43643625,0.51870414,0.53056549,0.5385952,0.52992302,0.45081395,0.3334578,0.33646994,0.40087188,0.39703769,0.42958409,0.4397231,0.45506604,0.46768213,0.29169468,0.27149496,0.3994688,0.40922139,0.43107475,0.43600454,0.33620478,0.32974601,0.38152088,0.39662866,0.41811239,0.43965278,0.31617519,0.3448801,0.36274916,0.36900729
NDAR_INV6LW8CTG9,0.42148818,0.5057593,0.58210934,0.59249964,0.5902606,0.64788368,0.46475029,0.3782937,0.37617838,0.46452128,0.45096043,0.47022389,0.46776161,0.48485828,0.47355143,0.36096201,0.34247534,0.4516801,0.44385801,0.49879886,0.48791778,0.38882921,0.36893592,0.42906464,0.42078819,0.44110238,0.46632155,0.37662784,0.40749397,0.41479116,0.38904478
NDAR_INV6MDZCZBV,0.43902707,0.49677392,0.59208539,0.57948794,0.59344175,0.67490482,0.54173071,0.35671316,0.353156,0.4481133,0.42357015,0.52272313,0.5169569,0.49092602,0.48189023,0.37235745,0.3713295,0.49023519,0.49152798,0.52056492,0.51003269,0.4345888,0.40290346,0.43262592,0.44498321,0.46968285,0.49194386,0.4137053,0.40940733,0.48155534,0.45982923
NDAR_INV6N503HJZ,0.41114116,0.51056253,0.56820467,0.60886081,0.61307308,0.60252077,0.53847779,0.39960546,0.39087371,0.46172915,0.4377103,0.52797579,0.50346141,0.45816292,0.473306,0.35235174,0.37157735,0.49014078,0.47763255,0.5134795,0.48825699,0.42283301,0.41610558,0.44568453,0.44446055,0.47460372,0.47837836,0.40948523,0.41801299,0.48065493,0.48597368
NDAR_INV6NJ4UWH8,0.50673972,0.55185944,0.63068022,0.62549799,0.59939595,0.69497919,0.58121892,0.40111645,0.41198335,0.47162227,0.46010384,0.55655166,0.53681447,0.53014016,0.53273258,0.41556265,0.39687714,0.52643562,0.52420969,0.56231048,0.54361967,0.42793339,0.40959996,0.44009004,0.43846201,0.49731531,0.51193784,0.41020307,0.4363656,0.47330225,0.46976194
NDAR_INV6NLC9UXB,0.51013085,0.51904889,0.60768881,0.63813478,0.64041653,0.66409983,0.56001941,0.37895217,0.40376858,0.45630982,0.4562512,0.49283009,0.49913867,0.48950832,0.49857421,0.37264763,0.37266328,0.48479601,0.49925523,0.51988035,0.50418779,0.35509658,0.3668235,0.45813358,0.47966468,0.52472616,0.52045647,0.39272721,0.41975391,0.46744197,0.44407211
NDAR_INV6NR4NZWL,0.388791,0.43631959,0.5141778,0.5174072,0.50950399,0.59318536,0.43258578,0.30967579,0.31467618,0.38757284,0.3738689,0.42927566,0.41225169,0.40454865,0.42969515,0.22881374,0.26470494,0.40352106,0.43842312,0.47832526,0.4597218,0.36152979,0.32547964,0.41492655,0.41327184,0.44271234,0.46484031,0.31585215,0.33137925,0.37528022,0.33683726
NDAR_INV6NU2WWNR,0.39554572,0.4874278,0.58541388,0.60137496,0.6154683,0.64658646,0.53269757,0.39316145,0.41623846,0.45995874,0.47107705,0.50273789,0.48532329,0.46324669,0.4793058,0.36751756,0.3960724,0.47824111,0.4801233,0.51180934,0.47875684,0.4408484,0.38073211,0.44439182,0.47762625,0.48223063,0.53546757,0.3615676,0.42772936,0.48438951,0.4464793
NDAR_INV6NUTPPMD,0.38190107,0.43764813,0.53434641,0.57294819,0.5711124,0.58273727,0.44243656,0.32370355,0.32728144,0.42673143,0.40406995,0.44754213,0.40856522,0.45602722,0.43687839,0.29208888,0.26392827,0.42006599,0.42420206,0.4504323,0.45353769,0.3474231,0.32112031,0.43472419,0.43156753,0.48584285,0.45703892,0.35773791,0.36570894,0.39566535,0.36770119
NDAR_INV6PK3TH3F,0.42210084,0.45125369,0.53055739,0.54446633,0.52240895,0.56439577,0.45663965,0.33062177,0.33423396,0.4030194,0.38050965,0.46517657,0.43190494,0.42118954,0.43277042,0.29763645,0.2910291,0.43752818,0.43915827,0.48031666,0.46254828,0.3642817,0.32629528,0.3847638,0.38641775,0.42313955,0.43044686,0.35345582,0.3729443,0.42385188,0.37033955
NDAR_INV6PZCMKHU,0.40615216,0.50636582,0.60525055,0.61089026,0.61748388,0.66622625,0.52195723,0.36894546,0.35618844,0.47511591,0.45468228,0.48970262,0.46015597,0.49631353,0.48293466,0.39183379,0.37450677,0.47412255,0.48702873,0.54594144,0.52050876,0.36707796,0.35415031,0.43298592,0.42827578,0.4685399,0.50197681,0.39515066,0.40770152,0.44328691,0.41629756
NDAR_INV6R9H00F3,0.45099382,0.44900959,0.57975465,0.58432658,0.61089683,0.65411566,0.50335148,0.38857299,0.38384042,0.45144158,0.45782523,0.48413328,0.48773876,0.4972796,0.49784075,0.34127976,0.3715051,0.46882754,0.48319967,0.5261994,0.50537773,0.39872238,0.37806711,0.44194922,0.48269555,0.50268726,0.51321612,0.38639839,0.39248723,0.46459311,0.44159457
NDAR_INV6RWCZUXZ,0.36628655,0.4324083,0.53871604,0.53686313,0.55849176,0.59357791,0.44747678,0.29812089,0.31634889,0.42213433,0.39935807,0.44730285,0.40802323,0.43421292,0.4085366,0.27325079,0.24866547,0.42328644,0.40633442,0.44037823,0.4280945,0.36098709,0.32594757,0.41417546,0.41163547,0.44443113,0.45368951,0.32950292,0.3539423,0.37483233,0.3519504
NDAR_INV6T7K85JU,0.4351062,0.46125556,0.55297307,0.59204405,0.57981109,0.60935627,0.51962247,0.37472317,0.3869773,0.45209439,0.41694711,0.47925371,0.48288681,0.46415672,0.48176044,0.29442945,0.33029184,0.46339492,0.48272405,0.48275247,0.48595842,0.3939478,0.35776839,0.43878772,0.43471923,0.47264334,0.47281789,0.39635589,0.38260127,0.47016331,0.40862668
NDAR_INV6TFE3J8G,0.5127507,0.60398232,0.59539007,0.59910361,0.60521429,0.6246888,0.52664006,0.37733796,0.39193051,0.47688552,0.46689285,0.49716331,0.49293561,0.50885877,0.49161222,0.34688068,0.33233072,0.5000737,0.47752418,0.53366741,0.50522453,0.44558291,0.41473383,0.46319918,0.45410334,0.46702267,0.50629983,0.38647911,0.39869657,0.47311932,0.44822408
NDAR_INV6U7X519L,0.48491761,0.53518337,0.62144827,0.59104644,0.60281216,0.68027241,0.57765429,0.38152506,0.39196193,0.46963752,0.47003484,0.51222098,0.49049242,0.49630547,0.47823475,0.41206593,0.39528354,0.50390394,0.47976353,0.54134633,0.50864106,0.41336208,0.3963441,0.43342858,0.44114652,0.43865832,0.47496253,0.39591363,0.41937747,0.44891485,0.45748202
NDAR_INV6UH8VGPA,0.50753831,0.61391009,0.61347383,0.58213331,0.60584912,0.64173262,0.57324629,0.3728885,0.38973031,0.46314399,0.47235253,0.53508728,0.50868954,0.49862701,0.50870976,0.3745748,0.36133002,0.49459516,0.50749333,0.53364352,0.5137385,0.45180888,0.42900938,0.44302369,0.47229678,0.45006516,0.5074939,0.41323322,0.42651865,0.49293305,0.4702476
NDAR_INV6UWU0UNB,0.39323962,0.43882153,0.54393388,0.57188976,0.58073109,0.58162531,0.47888557,0.36142002,0.33858112,0.42561278,0.44085037,0.46317555,0.48173386,0.46036844,0.49353674,0.32763331,0.30697756,0.42681892,0.47653692,0.51580674,0.47051185,0.39561567,0.36487753,0.43938161,0.44781053,0.45852382,0.49744434,0.37298381,0.40602328,0.40243294,0.38293102
NDAR_INV6V5YH922,0.40950749,0.49569521,0.58890666,0.61074049,0.59287467,0.6517764,0.53843535,0.37874223,0.41973561,0.4777595,0.46249423,0.52704489,0.50750782,0.47387323,0.47076187,0.34019713,0.34728351,0.48380228,0.48714182,0.52250943,0.51472634,0.42550246,0.37839233,0.4605612,0.44081273,0.48195477,0.48224894,0.37323903,0.39787739,0.44422506,0.45830811
NDAR_INV6VFFYA3R,0.45843993,0.47453225,0.58184697,0.58797302,0.57660454,0.63154804,0.51281943,0.3906969,0.38138298,0.47253388,0.46111228,0.50498181,0.49251365,0.48620823,0.4871763,0.39198294,0.38216061,0.46271026,0.49073513,0.51267497,0.48979139,0.4090299,0.39252797,0.46248874,0.47160671,0.49454767,0.49355067,0.41214168,0.40701509,0.46044704,0.42040312
NDAR_INV6VN12UTG,0.45209167,0.51867321,0.5861956,0.6002329,0.59751228,0.65865326,0.47458386,0.3695326,0.37453051,0.45447376,0.44559855,0.47703278,0.47856524,0.51146292,0.49906723,0.34919931,0.36638143,0.49973672,0.50582196,0.52775466,0.52135969,0.37957816,0.36099462,0.45229245,0.47548644,0.48225105,0.51890369,0.35193177,0.38703003,0.43578977,0.4255224
NDAR_INV6VXADERG,0.42352305,0.48389268,0.58535139,0.59153908,0.58722772,0.65988874,0.51923159,0.39998135,0.39485407,0.45665091,0.43852751,0.47497634,0.47679101,0.51691408,0.52256829,0.38899549,0.39572769,0.45943532,0.49056083,0.52709383,0.50468243,0.38288118,0.35785973,0.46126662,0.44126465,0.50168293,0.48582576,0.3414072,0.36448672,0.43047624,0.42973401
NDAR_INV6WJ57CC2,0.4534014,0.52847782,0.57115674,0.58386425,0.59209556,0.61661485,0.50487181,0.37796311,0.38407976,0.44434944,0.44511987,0.5062939,0.49975988,0.49034543,0.48934304,0.32589743,0.36534508,0.46984307,0.49124844,0.50075404,0.51113647,0.40418433,0.40245023,0.43994601,0.45658659,0.49450182,0.49094447,0.41650265,0.41709264,0.43421045,0.43698511
NDAR_INV6WNLK5EN,0.43000541,0.52548225,0.56525999,0.60894171,0.61671274,0.59890548,0.53089564,0.35732828,0.38890816,0.40770088,0.43026163,0.49673962,0.48867531,0.49234358,0.48872718,0.30839734,0.33614879,0.46639423,0.47401822,0.49437067,0.48039927,0.39226846,0.36296241,0.42698792,0.45969325,0.45472851,0.50825239,0.3544352,0.39443347,0.42394245,0.40780898
NDAR_INV6WV9X2KM,0.51340375,0.54567996,0.62532214,0.62848704,0.63045927,0.66249361,0.59161625,0.4300903,0.43972114,0.49175006,0.51002446,0.49884659,0.50995916,0.52442767,0.52700149,0.43767838,0.41534336,0.52240268,0.53109427,0.55060803,0.54252331,0.43209142,0.4155432,0.48261174,0.49995091,0.4997247,0.53264503,0.42372794,0.44695059,0.46745042,0.4425274
NDAR_INV6WW1A9ER,0.42649782,0.51229588,0.62661657,0.6258885,0.61735941,0.68346544,0.58028431,0.41933554,0.41306614,0.50504719,0.49600004,0.52243754,0.50233387,0.54553278,0.48621954,0.40469419,0.40821746,0.50447813,0.53336853,0.54150552,0.53988,0.42851653,0.42331423,0.47898818,0.4675622,0.4752381,0.48771583,0.41976955,0.44815101,0.48841887,0.44168994
NDAR_INV6WXU5DEY,0.42876597,0.51056884,0.59940654,0.61860977,0.6307588,0.66462686,0.55538639,0.40904239,0.40820248,0.47269083,0.46671195,0.52975456,0.5069273,0.53070053,0.52561679,0.44030766,0.37689012,0.52569245,0.52483979,0.55017644,0.53684979,0.41975728,0.36858257,0.45320845,0.48179394,0.50763262,0.52418892,0.39401713,0.421867,0.49675622,0.44782446
NDAR_INV6X4L1EPK,0.49467047,0.54742838,0.61845735,0.61521305,0.59445657,0.68106031,0.56603397,0.41095556,0.42244661,0.47017509,0.44808217,0.54142474,0.52243865,0.53129171,0.50860236,0.40201776,0.40046171,0.51630232,0.49785466,0.54129445,0.50303545,0.44333627,0.41166213,0.4549904,0.46917916,0.49075744,0.52791394,0.36782962,0.43612155,0.45990818,0.44975303
NDAR_INV6X9U8P56,0.41722065,0.48994063,0.60221707,0.60795593,0.61326787,0.67715889,0.55776789,0.39543907,0.39191379,0.48129922,0.4575628,0.51928087,0.48830816,0.52535067,0.49798753,0.35799791,0.38430802,0.48334177,0.49942182,0.53279706,0.51037903,0.42188749,0.38949348,0.44810648,0.44345496,0.47472432,0.50107082,0.40345993,0.41281377,0.47105843,0.44656937
NDAR_INV6XTLR9MW,0.44129601,0.51761061,0.58300525,0.6198515,0.62105975,0.65098447,0.50258147,0.38749379,0.40800275,0.45443196,0.4551864,0.52705683,0.51930608,0.48529738,0.49812211,0.38765093,0.39414325,0.49796338,0.5061326,0.52602148,0.50401043,0.42561789,0.39053374,0.43745398,0.4529453,0.46150141,0.49885766,0.39506689,0.41451761,0.48318768,0.44909416
NDAR_INV6YP01DDF,0.49233317,0.50579252,0.61184757,0.58843551,0.58644,0.69265524,0.55965775,0.40156958,0.37905204,0.45800784,0.47157364,0.53036398,0.52360293,0.5218159,0.48445972,0.43490475,0.41216063,0.52222295,0.52784386,0.55344311,0.53454611,0.43070457,0.40177091,0.4270573,0.42127994,0.45603369,0.46299283,0.43575812,0.44205673,0.48453576,0.4331312
