src_subject_id,yr2_FA_left anterior thalamic radiations_sexsite,yr2_FA_right anterior thalamic radiations_sexsite,yr2_FA_corpus callosum_sexsite,yr2_FA_left cingulate cingulum_sexsite,yr2_FA_right cingulate cingulum_sexsite,yr2_FA_left parahippocampal cingulum_sexsite,yr2_FA_right parahippocampal cingulum_sexsite,yr2_FA_left corticospinal/pyramidal_sexsite,yr2_FA_right corticospinal/pyramidal_sexsite,yr2_FA_foreceps major_sexsite,yr2_FA_foreceps minor_sexsite,yr2_FA_left superior corticostriate-frontal cortex only_sexsite,yr2_FA_right superior corticostriate-frontal cortex only_sexsite,"yr2_FA_left fornix, excluding fimbria_sexsite","yr2_FA_right fornix, excluding fimbria_sexsite",yr2_FA_left fornix_sexsite,yr2_FA_right fornix_sexsite,yr2_FA_left inferior-fronto-occipital fasiculus_sexsite,yr2_FA_right inferior-fronto-occipital fasiculus_sexsite,yr2_FA_left inferior frontal superior frontal cortex_sexsite,yr2_FA_right inferior frontal superior frontal cortex_sexsite,yr2_FA_left inferior longitudinal fasiculus_sexsite,yr2_FA_right inferior longitudinal fasiculus_sexsite,yr2_FA_left superior corticostriate-parietal cortex only_sexsite,yr2_FA_right superior corticostriate-parietal cortex only_sexsite,yr2_FA_left parietal superior longitudinal fasiculus_sexsite,yr2_FA_right parietal superior longitudinal fasiculus_sexsite,yr2_FA_left superior corticostriate_sexsite,yr2_FA_right superior corticostriate_sexsite,yr2_FA_left striatal inferior frontal cortex_sexsite,yr2_FA_right striatal inferior frontal cortex_sexsite,yr2_FA_left superior longitudinal fasiculus_sexsite,yr2_FA_right superior longitudinal fasiculus_sexsite,yr2_FA_left temporal superior longitudinal fasiculus_sexsite,yr2_FA_right temporal superior longitudinal fasiculus_sexsite,yr2_FA_left uncinate_sexsite,yr2_FA_right uncinate_sexsite
NDAR_INVLNF7Y6BR,0.43439252511741,0.396827282637534,0.586971955739401,0.552700786340191,0.500352606091956,0.360798683255773,0.366656756047827,0.587997169403992,0.602107813849461,0.643690272160371,0.544062383940967,0.442752012132958,0.465596080640586,0.349715367944181,0.360413900017285,0.389543459526533,0.401532451706708,0.476320042492726,0.45989658876582,0.466324083767277,0.445098791062646,0.483568010188359,0.489323757476777,0.491034923187434,0.502532099487565,0.465011855225077,0.503546555312229,0.453954502887594,0.48115229584971,0.415656034037373,0.387147177469019,0.496876173846586,0.508699992448937,0.510932347698706,0.515655180140364,0.408294657966957,0.396959731889431
NDAR_INVLP8EN3JX,0.374866235199946,0.338169935613996,0.510437398017137,0.406522104430972,0.393446446382496,0.278593717524371,0.310082498446516,0.509249691318675,0.551854817428566,0.57224267873934,0.414451797299307,0.382443670929672,0.390943366969074,0.315611470026859,0.301580036280271,0.347422495040822,0.343843551244068,0.443291039434285,0.436313862808317,0.401509539928836,0.386329978617171,0.479587351882762,0.410889354701218,0.420103190834876,0.43362842782493,0.398971311657321,0.406113925072837,0.395600606456939,0.414858863825911,0.35239230674083,0.312187647562476,0.42915142345735,0.412264559069294,0.442938813746251,0.43243525142444,0.435656282911404,0.34508239471026
NDAR_INVLR6TMLK4,0.422649983714502,0.40098296184197,0.607573514239525,0.510405448631315,0.504828290338883,0.354565875484777,0.39098460094815,0.587745914335999,0.597487386780102,0.65554349356027,0.539964918374775,0.420927809031542,0.433067743951464,0.372165655946075,0.344126269051438,0.411774677170439,0.389829069020689,0.520459870800597,0.511535073217797,0.457828916792354,0.455001622713158,0.537234243717449,0.503627840711685,0.471837394620428,0.468234826353815,0.505825689421986,0.518696295437202,0.434827468255637,0.451064495579039,0.407871048215686,0.383397401217344,0.528627643179574,0.526883851452719,0.544332377793705,0.545028182899128,0.476461089283662,0.439335927476155
NDAR_INVLRHY4MJ7,0.416853354027333,0.402564459158021,0.613726883490953,0.555335193373758,0.464987660460098,0.378428924593598,0.383226164126604,0.61912292695292,0.606588181027953,0.687453019743693,0.579680164100787,0.450418707640623,0.435344019961638,0.356204112770868,0.351551358454667,0.375555688484146,0.397707925801241,0.489098247404755,0.488870782976257,0.483170015862941,0.473268814621799,0.484284658330854,0.472875394947234,0.464599317732327,0.48454542381634,0.498397404932719,0.520376501031918,0.445471528433251,0.457529544670539,0.392725836224793,0.355482354266703,0.526431533832163,0.522799902864651,0.539365864737025,0.525828115272578,0.466200692744199,0.43296282890744
NDAR_INVLRKX5MHU,0.432160000602202,0.399258733398202,0.575459382817543,0.501517667409028,0.471435981089327,0.346188704950404,0.33357340208495,0.600290951133367,0.601383928184674,0.596074894316813,0.519036641272241,0.47535012869671,0.484869434670476,0.349985972189112,0.337080275372538,0.394104403737133,0.39889072007863,0.498741120029563,0.497840882050776,0.485618055218101,0.467938883188732,0.507235564291338,0.525706967285694,0.516357242800105,0.524930307401196,0.489460124323223,0.481867017939837,0.485164604354734,0.501044274410792,0.419631227336713,0.411672352114585,0.513862967450027,0.493100309955921,0.52495786963304,0.515431509488738,0.473980462417861,0.4167125956895
NDAR_INVLUG7X89E,0.425641451474516,0.403847324160701,0.596405505852554,0.477412624086136,0.39955367973109,0.350945482462642,0.349284828496116,0.603988766609853,0.605348682019609,0.637508800453437,0.532952284535487,0.421369911351066,0.429385044172235,0.331750636767703,0.330877266483176,0.34032030822527,0.346600499434424,0.49019083364895,0.489257581624568,0.456450478121433,0.46086486062155,0.4290627664306,0.459129950988004,0.456627379713656,0.480520581705931,0.49187982693248,0.469881792842254,0.429513540275192,0.454049418289897,0.399037668445693,0.356314190677779,0.511496210382474,0.474834870738508,0.522403660207689,0.486480192245636,0.444449107536107,0.405598755896781
NDAR_INVLUZ9DL2U,0.3561283242845,0.340663058009531,0.498314111962719,0.396721913632535,0.368190888292314,0.340589567898549,0.351498498921106,0.540818312954838,0.528888546809439,0.551687500040199,0.424555803099596,0.401402922931837,0.40361855769705,0.281459349601118,0.266601787880404,0.318759928039687,0.318850109758954,0.44017464153677,0.441789974192135,0.408687735419247,0.397131733012067,0.430804624164588,0.426233333067647,0.431345736660538,0.427387638078373,0.41414620829769,0.431243937347042,0.410860408658018,0.414653755798193,0.34961891222096,0.32601573392344,0.439335446801775,0.437284697307027,0.451779267337863,0.442779764661882,0.359732613748673,0.363345433740475
NDAR_INVLV81ZJGV,0.404822327628241,0.380975924393831,0.568155641882882,0.497284836542674,0.443640274291071,0.351070160161413,0.349589053533601,0.59604011968092,0.583640289417754,0.644117862516811,0.523540512231329,0.44875375404101,0.457629485170511,0.323383091110818,0.319257653112423,0.340091950815294,0.367207832343878,0.501695483032775,0.487057722058192,0.444990513201205,0.45915621874316,0.515334340082921,0.513218054408442,0.474284028269552,0.484732385685045,0.468549501820589,0.470468167805992,0.448386391813372,0.468372348641985,0.390402700407823,0.36194020956556,0.503157684268963,0.47538481952368,0.522724337318646,0.483012297919323,0.446861709437444,0.430881071801655
NDAR_INVLVD0W18X,0.410935895147412,0.387682972203032,0.564316437195975,0.499174650804682,0.423298415511919,0.330282143748121,0.320432217453352,0.589640122274571,0.573772280485301,0.618684752551811,0.511312176974317,0.439288524220155,0.451156637625262,0.323613938561502,0.310318154923709,0.365791568002629,0.371330773362753,0.482479112005019,0.455851637903837,0.457372264901575,0.43796022154995,0.471354600863332,0.472317651001285,0.46263987904133,0.464741213727056,0.459572400717059,0.45703997048524,0.438385089047838,0.447656754546732,0.381488778488781,0.361602242722273,0.483671700709565,0.458086394575493,0.497886974485125,0.458253764499772,0.441965256297104,0.402199839573749
NDAR_INVLVW6C8DX,0.406252097861201,0.38309644447115,0.581295212260689,0.540055549081858,0.51359271259382,0.36759906300097,0.337197636756178,0.584229071921585,0.583552622981934,0.622390257794298,0.525865544433248,0.432089010407331,0.424086108778902,0.319031363744034,0.319917675062787,0.371578485766341,0.380865406984526,0.529831297560856,0.509261942312485,0.455238402564859,0.463400356983248,0.48061427887661,0.498946791809404,0.469154787380524,0.453443253592349,0.462502882810023,0.474878927413279,0.442809060498238,0.432170552597949,0.405509245453019,0.39825563732864,0.494870363340344,0.480566143320682,0.511641643612943,0.497360425068763,0.469606922268919,0.456273017298587
NDAR_INVLW127JFT,0.43597724796267,0.40349327673333,0.616388473554403,0.505395520822033,0.490531282605318,0.381584066226774,0.3751359735972,0.644534302762622,0.625990300644822,0.674377799875683,0.555323965688734,0.468894669980976,0.490366651978362,0.376854226916979,0.340539560246628,0.422043245381875,0.407160997927636,0.504216431784092,0.492284710494114,0.494446010225114,0.478299543036013,0.541931400478129,0.499746616683968,0.474145140673213,0.516535272863844,0.504263041694231,0.521857086695281,0.452828729943906,0.496094846438161,0.399035981343311,0.374378188510202,0.536566372523177,0.520887066735239,0.552187048780727,0.516361927267576,0.438615524313702,0.423763332721335
NDAR_INVLW1RLJYP,0.436055491138199,0.410619168035133,0.603967710386638,0.550013147420218,0.536809767415071,0.344214280966804,0.362331282666285,0.617796734329423,0.580321473771582,0.633099304104154,0.556040352955949,0.465972245543731,0.462024782805371,0.323529142434845,0.350825650309526,0.38493299325349,0.387416026365648,0.482401864712229,0.493327158925113,0.45099497634376,0.47313671163407,0.445804168239717,0.483567650193228,0.504251406277319,0.488693547244364,0.494369246283963,0.498918854138025,0.472052238322612,0.470083628011181,0.435547854138335,0.390133924215866,0.512211409823555,0.509661351182598,0.524350794001295,0.526768573562092,0.452864021180994,0.414311443056501
NDAR_INVLW9TBNE7,0.413288053134699,0.361623146991192,0.560499914421361,0.514979436122117,0.415270966822709,0.370899045716759,0.34824832110504,0.579890275073313,0.594415981790057,0.62179825525261,0.501484066408203,0.422438109047556,0.460965986096444,0.295708860841497,0.350790049055366,0.393819375541765,0.389475624140537,0.486287740223978,0.465496773767927,0.421882372237278,0.442263638771836,0.484853786700422,0.449946316218189,0.441059284224489,0.480560067295233,0.432669431339386,0.467263278529347,0.426510084811481,0.465560104236843,0.430240602816045,0.348834427005106,0.467484735028389,0.472946894292456,0.485315044287189,0.487068825796587,0.453151926974879,0.396127435058471
NDAR_INVLX09YB8N,0.439760797714036,0.437128372219074,0.615631228119091,0.489228069983444,0.512934509067536,0.357228468022883,0.35102563441745,0.602392482123859,0.608050298180231,0.659928914828197,0.548545136439852,0.466257294416263,0.471807563017801,0.374636329461609,0.325115299794317,0.382868309059869,0.358086994429025,0.506432672319255,0.483477274268686,0.478411542266504,0.478713865128716,0.489706896070144,0.474423199230628,0.465072358308803,0.478739178320298,0.508032673889743,0.509700299539509,0.457572674065178,0.466522441645776,0.448032692628938,0.426558449790175,0.53292869159977,0.515200905697452,0.544257074847576,0.52131199235356,0.464229574977075,0.445967648688015
NDAR_INVLX8DTG4D,0.428661281998237,0.400538466240462,0.608954579212772,0.519627886833608,0.479145267842779,0.370649872578234,0.386507385005366,0.615409084564799,0.612354398496618,0.629880043461785,0.578647550680108,0.442426764244209,0.470598185912327,0.346934894517121,0.336874268521163,0.371423155420302,0.376938598197067,0.540658545722318,0.497997587052206,0.459567085114661,0.471841156883749,0.5260464221183,0.518539783068557,0.466489177652995,0.507466156887448,0.512812581984505,0.527675611463771,0.441769104792867,0.480592577548682,0.40229594218669,0.364732621093507,0.540538842191724,0.535943613010016,0.550987957767012,0.5488129854847,0.480226256632248,0.436967629421174
NDAR_INVLXC3WJW0,0.414893698353233,0.404930063543414,0.58493327905959,0.463380837500761,0.427920375258723,0.363025441622905,0.38062854084988,0.603305612360321,0.615396490690257,0.637433727257193,0.518476363832067,0.485240779854805,0.512028754063279,0.370068632821924,0.331248625040104,0.399033619160797,0.378159084156929,0.503900262978639,0.491738709653704,0.479624025500233,0.465304685710716,0.529008154002319,0.526116635684947,0.511523996719335,0.531319352522127,0.486249295414791,0.501584274299183,0.485295153266211,0.515834370195227,0.399174316699455,0.377051422985029,0.52337074721641,0.505591397266227,0.538547870880823,0.515140367020729,0.436242444372863,0.400064366589435
